"brainregion","disease","count"
"Genus Hippocampus","Meconium Aspiration Syndrome","3"
"Genus Hippocampus","McCune-Albright Syndrome","3"
"Genus Hippocampus","Macrophage Activation Syndrome","3"
"Genus Hippocampus","Myeloproliferative Syndrome, Transient","3"
"Genus Hippocampus","Dysequilibrium syndrome","3"
"Genus Hippocampus","Nose Diseases","3"
"Genus Hippocampus","Chronic Fatigue Syndrome","3"
"Genus Hippocampus","Movement Disorders","3"
"Genus Hippocampus","Diseases of inner ear","3"
"Genus Hippocampus","Fabry Disease","3"
"Genus Hippocampus","Cat-Scratch Disease","3"
"Genus Hippocampus","Congenital secretory diarrhea, sodium type (disorder)","3"
"Genus Hippocampus","Triglyceride storage disease with ichthyosis","3"
"Genus Hippocampus","Delirium, Dementia, Amnestic, Cognitive Disorders","3"
"Genus Hippocampus","Fetal Alcohol Spectrum Disorders","3"
"Genus Hippocampus","Alcohol use disorder","3"
"Genus Hippocampus","Stiff-Person Syndrome","3"
"Genus Hippocampus","Allergic rhinitis NOS (disorder)","3"
"Genus Hippocampus","Ataxia as late effect of cerebrovascular disease","3"
"Genus Hippocampus","Pancreatic Diseases","3"
"Entire medulla oblongata","Disease of thymus gland","3"
"Entire medulla oblongata","Shy-Drager Syndrome","3"
"Entire medulla oblongata","Retinal Diseases","3"
"Entire medulla oblongata","Laryngeal Diseases","3"
"Entire medulla oblongata","Meningeal disorder","3"
"Entire medulla oblongata","Chronic Fatigue Syndrome","3"
"Entire substantia nigra","Neurodegenerative Disorders","3"
"Entire thalamus","Retinal Diseases","3"
"Entire midbrain","Depressive disorder","3"
"Entire precuneus","Mild cognitive disorder","3"
"Entire optic radiation","DISORDERS OF THE OPTIC NERVE","3"
"Tectospinal tract of medulla","Functional disorder","3"
"Tectospinal tract of medulla","Spinal Cord Diseases","3"
"Tectospinal tract of medulla","Depressive disorder","3"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Spinal Cord Diseases","3"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Leigh Disease","3"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Syndrome, Bloch-Sulzberger","3"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Hamartoma Syndrome, Multiple","3"
"Entire parahippocampal gyrus","cortex bone disorders","3"
"Entire cerebral cortex","cortex bone disorders","3"
"Entire lateral corticospinal tract","Spinal Cord Diseases","3"
"Entire entorhinal cortex","Alzheimer's Disease","3"
"Entire brainstem","Motor Neuron Disease","3"
"Entire basal nuclei","cortex bone disorders","3"
"Brain White Matter","Spinal Cord Diseases","3"
"Brain White Matter","Alzheimer's Disease","3"
"Brain White Matter","Depressive disorder","3"
"Gonadotrophs","Skin endocrine disorder","3"
"Structure of medial globus pallidus","Dyskinetic syndrome","3"
"Structure of thalamic reticular nucleus","Idiopathic pneumonia syndrome","3"
"Structure of thalamic reticular nucleus","Parkinson Disease","3"
"Entire internal capsule of brain","Obsessive-Compulsive Disorder","3"
"Brodmann area 22","Myeloproliferative Syndrome, Transient","3"
"Planum polare (PP)","Neurotoxicity Syndromes","3"
"Planum polare (PP)","Hashimoto Disease","3"
"Planum polare (PP)","cortex bone disorders","3"
"Planum polare (PP)","Disease Progression","3"
"Planum polare (PP)","Neurodegenerative Disorders","3"
"Parietal operculum cortex (PO)","cortex bone disorders","3"
"Brodmann area 4","cortex bone disorders","3"
"Brodmann area 1","cortex bone disorders","3"
"Left precuneus","cortex bone disorders","3"
"Planum temporale (PT)","Neurotoxicity Syndromes","3"
"Left inferior frontal gyrus","cortex bone disorders","3"
"Left inferior frontal gyrus","Autism Spectrum Disorders","3"
"Brodmann area 10","cortex bone disorders","3"
"Type 1 vestibular sensory cell","Diseases of inner ear","3"
"Type 1 vestibular sensory cell","Functional disorder","3"
"Caudal linear nucleus","Retinal Diseases","3"
"Area 32 of Brodmann","cortex bone disorders","3"
"Cortex of left insula","Fragile X Syndrome","3"
"Orbitofrontal cortex","Acquired Immunodeficiency Syndrome","3"
"Orbitofrontal cortex","Major Depressive Disorder","3"
"Laterodorsal tegmental nucleus","Spinal Cord Diseases","3"
"Basal Forebrain","Timothy syndrome","3"
"Basal Forebrain","Rett Syndrome","3"
"Internal arcuate tract","Anophthalmia Waardenburg syndrome","3"
"Right amygdala","Post-Traumatic Stress Disorder","3"
"Brodmann area 9","Bipolar Disorder","3"
"Brodmann area 18","Alzheimer's Disease","3"
"Brodmann area 18","Lewy Body Disease","3"
"Right substantia nigra","Parkinson Disease","3"
"Pretectal nucleus","cortex bone disorders","3"
"Rostrotemporal auditory area","Spinal Cord Diseases","3"
"Rostrotemporal auditory area","Idiopathic pneumonia syndrome","3"
"Orbital cortex","Acquired Immunodeficiency Syndrome","3"
"Cerebri, Crus","Spinal Cord Diseases","3"
"Cortex, Primary Motor","Disorder nervous system","3"
"Cortex, Primary Motor","Movement Disorders","3"
"Cortex, Primary Motor","Feline urological syndrome","3"
"Cortex, Primary Motor","Shy-Drager Syndrome","3"
"Cortex, Primary Motor","Rett Syndrome","3"
"Sensorimotor Cortex","Disease Progression","3"
"Acoustic nerve","Sensorineural hearing loss (disorder)","2"
"Amygdaloid structure","Syndrome, Bloch-Sulzberger","2"
"Amygdaloid structure","Hypertensive disease","2"
"Amygdaloid structure","Neurotoxicity Syndromes","2"
"Amygdaloid structure","Dysequilibrium syndrome","2"
"Amygdaloid structure","Cat-Scratch Disease","2"
"Amygdaloid structure","Congenital secretory diarrhea, sodium type (disorder)","2"
"Amygdaloid structure","Fetal Alcohol Spectrum Disorders","2"
"Amygdaloid structure","Aicardi's syndrome","2"
"Amygdaloid structure","Psychotic Disorders","2"
"Amygdaloid structure","Russell-Silver syndrome","2"
"Amygdaloid structure","Memory Disorders","2"
"Amygdaloid structure","Mild cognitive disorder","2"
"Amygdaloid structure","Panic Disorder","2"
"Amygdaloid structure","Shy-Drager Syndrome","2"
"Amygdaloid structure","Melkersson-Rosenthal Syndrome","2"
"Amygdaloid structure","Sudden infant death syndrome","2"
"Amygdaloid structure","Phobic anxiety disorder","2"
"Amygdaloid structure","Virus Diseases","2"
"Amygdaloid structure","Alcohol use disorder","2"
"Amygdaloid structure","Stereotypic Movement Disorder","2"
"Structure of nucleus infundibularis hypothalami","Hypertensive disease","2"
"Structure of nucleus infundibularis hypothalami","Spinal Cord Diseases","2"
"Structure of nucleus infundibularis hypothalami","Pica Disease","2"
"Structure of nucleus infundibularis hypothalami","Renal glomerular disease","2"
"Structure of nucleus infundibularis hypothalami","Aarskog syndrome","2"
"Auditory area","Autistic Disorder","2"
"Auditory area","Lung Diseases, Interstitial","2"
"Auditory area","Diseases of inner ear","2"
"Auditory area","Spinal Cord Diseases","2"
"Auditory pathway structure","Kartagener Syndrome","2"
"Basal Ganglia","Hallervorden-Spatz Syndrome","2"
"Basal Ganglia","Drug effect disorder","2"
"Basal Ganglia","Hereditary Diseases","2"
"Basal Ganglia","Delirium, Dementia, Amnestic, Cognitive Disorders","2"
"Basal Ganglia","Meningeal disorder","2"
"Basal Ganglia","Sequela of disorder","2"
"Basal Ganglia","Mitochondrial Diseases","2"
"Basal Ganglia","Creutzfeldt-Jakob disease","2"
"Basal Ganglia","Bipolar Disorder","2"
"Basal Ganglia","Psychotic Disorders","2"
"Basal Ganglia","Neurotoxicity Syndromes","2"
"Basal Ganglia","Communicable Diseases","2"
"Basal Ganglia","Attention Deficit Disorder","2"
"Basal Ganglia","Borderline Personality Disorder","2"
"Basal Ganglia","Brain Diseases","2"
"Basal Ganglia","Autism Spectrum Disorders","2"
"Basal Ganglia","Recurrent disease","2"
"Basal Ganglia","Rabies (disorder)","2"
"Basal Ganglia","Neurodevelopmental disorder","2"
"Basal Ganglia","Lens Diseases","2"
"Basal Ganglia","Hashimoto Disease","2"
"Basal Nucleus of Meynert","Behavior Disorders","2"
"Basal Nucleus of Meynert","Irritable Bowel Syndrome","2"
"Basal Nucleus of Meynert","Parkinsonian Disorders","2"
"Basal Nucleus of Meynert","Neurotoxicity Syndromes","2"
"Basal Nucleus of Meynert","Chronic myeloproliferative disorder","2"
"Basal Nucleus of Meynert","neuropathology disease","2"
"Basal Nucleus of Meynert","Mesulam Syndrome","2"
"Brain Stem","Disorder of pineal gland","2"
"Brain Stem","Nystagmus associated with disorder of the vestibular system","2"
"Brain Stem","Herpes zoster disease","2"
"Brain Stem","Menkes Kinky Hair Syndrome","2"
"Brain Stem","Disease of thymus gland","2"
"Brain Stem","Mood Disorders","2"
"Brain Stem","Deglutition Disorders","2"
"Brain Stem","Salivary Gland Diseases","2"
"Brain Stem","Oropharyngeal disorders","2"
"Brain Stem","Temporomandibular Joint Dysfunction Syndrome","2"
"Brain Stem","Myeloproliferative Syndrome, Transient","2"
"Brain Stem","Hypopigmentation disorder","2"
"Brain Stem","Down Syndrome","2"
"Brain Stem","Corneal Diseases","2"
"Brain Stem","Neuromuscular Diseases","2"
"Brain Stem","Lung Diseases, Interstitial","2"
"Brain Stem","Liver regeneration (disorder)","2"
"Brain Stem","Neurodevelopmental disorder","2"
"Brain Stem","Vasodilation disorder","2"
"Brain Stem","Chronic myeloproliferative disorder","2"
"Brain Stem","Movement Disorders","2"
"Brain Stem","Gastroesophageal reflux disease","2"
"Brain Stem","Prion Diseases","2"
"Brain Stem","Acquired Immunodeficiency Syndrome","2"
"Brain Stem","Hypertrophic disorder of skin, unspecified","2"
"Brain Stem","Occlusion of artery (disorder)","2"
"Brain Stem","Griscelli syndrome type 2","2"
"Brain Stem","Cerebrovascular Disorders","2"
"Brain Stem","Hashimoto Disease","2"
"Brain Stem","Renal glomerular disease","2"
"Structure of Broca's area","Functional disorder","2"
"Structure of Broca's area","cortex bone disorders","2"
"Caudate nucleus structure","Camurati-Engelmann Syndrome","2"
"Caudate nucleus structure","Pervasive Development Disorder","2"
"Caudate nucleus structure","Attention deficit hyperactivity disorder","2"
"Caudate nucleus structure","Sensitization (disorder)","2"
"Caudate nucleus structure","Syndrome","2"
"Caudate nucleus structure","Cognition Disorders","2"
"Caudate nucleus structure","Retinal Diseases","2"
"Caudate nucleus structure","Shy-Drager Syndrome","2"
"Caudate nucleus structure","Williams Syndrome","2"
"Caudate nucleus structure","Recurrent disease","2"
"Caudate nucleus structure","Peripheral Arterial Diseases","2"
"Caudate nucleus structure","Disorders, Mental","2"
"Cerebellar cortex structure","Neurodegenerative Disorders","2"
"Cerebellar cortex structure","Pituitary Diseases","2"
"Cerebellar cortex structure","Shy-Drager Syndrome","2"
"Cerebellar cortex structure","Pervasive Development Disorder","2"
"Cerebellar cortex structure","Autism Spectrum Disorders","2"
"Cerebellar cortex structure","neuropathology disease","2"
"Cerebellar cortex structure","Creutzfeldt-Jakob disease","2"
"Cerebellar cortex structure","Disease Progression","2"
"Cerebellar cortex structure","Parkinson Disease","2"
"Cerebellar cortex structure","Hamartoma Syndrome, Multiple","2"
"Cerebellar cortex structure","Machado-Joseph Disease","2"
"Cerebellar cortex structure","Gardner Syndrome","2"
"Cerebellar Nuclei","Liver diseases","2"
"Cerebellar Nuclei","Dystonia Disorders","2"
"Cerebellar Nuclei","Functional disorder","2"
"Cerebellar Nuclei","Williams Syndrome","2"
"Cerebellum","Bloom Syndrome","2"
"Cerebellum","Peroxisomal Disorders","2"
"Cerebellum","Skin endocrine disorder","2"
"Cerebellum","Gerstmann-Straussler-Scheinker Disease","2"
"Cerebellum","Menkes Kinky Hair Syndrome","2"
"Cerebellum","Freeman-Sheldon syndrome","2"
"Cerebellum","Mucocutaneous Lymph Node Syndrome","2"
"Cerebellum","Creutzfeldt-Jakob Disease, Sporadic","2"
"Cerebellum","Dandy-Walker Syndrome","2"
"Cerebellum","Behavior Disorders","2"
"Cerebellum","Drug withdrawal syndrome","2"
"Cerebellum","Fragile X Syndrome","2"
"Cerebellum","Cognition Disorders","2"
"Cerebellum","Ovarian Diseases","2"
"Cerebellum","Prion Diseases","2"
"Cerebellum","Angelman Syndrome","2"
"Cerebellum","Attention Deficit Disorder","2"
"Cerebellum","Ventricular dilatation (disorder)","2"
"Cerebellum","Virus Diseases","2"
"Cerebellum","Chimera (disorder)","2"
"Cerebellum","Neonatal maladjustment syndrome","2"
"Cerebellum","Shwachman syndrome","2"
"Cerebellum","Autoimmune Diseases","2"
"Cerebellum","Idiopathic Hypereosinophilic Syndrome","2"
"Cerebellum","Feline urological syndrome","2"
"Cerebellum","Herpes zoster disease","2"
"Cerebellum","Androgen-Insensitivity Syndrome","2"
"Cerebellum","Sweet Syndrome","2"
"Cerebellum","Von Hippel-Lindau Syndrome","2"
"Cerebellum","Thoracic Outlet Syndrome","2"
"Cerebellum","Acquired Immunodeficiency Syndrome","2"
"Cerebellum","Shy's disease","2"
"Cerebellum","Cockayne Syndrome, Type I","2"
"Cerebellum","Norrie disease","2"
"Cerebellum","Kartagener Syndrome","2"
"Cerebellum","Noonan Syndrome","2"
"Cerebellum","Opsoclonus-Myoclonus Syndrome","2"
"Cerebellum","Hashimoto Disease","2"
"Cerebellum","Disease of thymus gland","2"
"Cerebral cortex","Parkinson Disease, Postencephalitic","2"
"Cerebral cortex","Griscelli syndrome type 2","2"
"Cerebral cortex","Sandhoff Disease","2"
"Cerebral cortex","Aicardi's syndrome","2"
"Cerebral cortex","Inclusion body myositis (disorder)","2"
"Cerebral cortex","Respiratory Distress Syndrome, Newborn","2"
"Cerebral cortex","Gardner Syndrome","2"
"Cerebral cortex","Conjunctival Diseases","2"
"Cerebral cortex","Hyposmolality syndrome","2"
"Cerebral cortex","Menkes Kinky Hair Syndrome","2"
"Cerebral cortex","Prader-Willi Syndrome","2"
"Cerebral cortex","Prion Diseases","2"
"Cerebral cortex","Sensorineural hearing loss (disorder)","2"
"Cerebral cortex","Cerebellar Diseases","2"
"Cerebral cortex","Temporomandibular Joint Disorders","2"
"Cerebral cortex","Irritable Bowel Syndrome","2"
"Cerebral cortex","Clinically isolated syndrome","2"
"Cerebral cortex","Immune System Diseases","2"
"Cerebral cortex","Language Disorders","2"
"Cerebral cortex","Fabry Disease","2"
"Cerebral cortex","Infectious disorder of the fetus","2"
"Cerebral cortex","Neoplastic disease","2"
"Cerebral cortex","Occlusion of artery (disorder)","2"
"Cerebral cortex","Moyamoya Disease","2"
"Cerebral cortex","Uterine Diseases","2"
"Cerebral cortex","Behcet Syndrome","2"
"Cerebral cortex","Cockayne Syndrome, Type I","2"
"Cerebral cortex","Pili torti-deafness syndrome","2"
"Cerebral cortex","Post-Concussion Syndrome","2"
"Cerebral cortex","Amnestic disorder","2"
"Cerebral cortex","Wernicke-Korsakoff Syndrome","2"
"Cerebral cortex","22q11 Deletion Syndrome","2"
"Cerebral cortex","Swine Vesicular Disease","2"
"Cerebral cortex","Dysequilibrium syndrome","2"
"Cerebral cortex","Metabolic Syndrome X","2"
"Cerebral cortex","Mobius Syndrome","2"
"Cerebral cortex","Zellweger Syndrome","2"
"Cerebral cortex","Neonatal maladjustment syndrome","2"
"Cerebral cortex","Bipolar I disorder","2"
"Cerebral cortex","Laryngeal Diseases","2"
"Cerebral cortex","Rasmussen Syndrome","2"
"Cerebral cortex","DiGeorge Syndrome","2"
"Cerebral cortex","Shprintzen syndrome","2"
"Cerebral cortex","Iodine deficiency syndrome","2"
"Cerebral cortex","Papillon-Lefevre Disease","2"
"Cerebral cortex","Impulse Control Disorders","2"
"Cerebral cortex","Accommodation phosphene (disorder)","2"
"Cerebral cortex","Chronic Obstructive Airway Disease","2"
"Cerebral cortex","Aarskog syndrome","2"
"Cerebral cortex","Turner Syndrome","2"
"Cerebral cortex","Hereditary Diseases","2"
"Cerebral cortex","Opsoclonus-Myoclonus Syndrome","2"
"Cerebral cortex","Machado-Joseph Disease","2"
"Cerebral cortex","Neu-Laxova syndrome","2"
"Cerebral cortex","Pendred's syndrome","2"
"Cerebral cortex","Pigment dispersion syndrome (disorder)","2"
"Cerebral cortex","Kluver-Bucy Syndrome","2"
"Cerebral Peduncle","Retinal Diseases","2"
"Cerebral Peduncle","Pituitary Diseases","2"
"Cerebral Peduncle","CNS disorder","2"
"Cerebral Peduncle","Disorder nervous system","2"
"Cerebral Peduncle","Down Syndrome","2"
"Cerebral Peduncle","Neurodegenerative Disorders","2"
"Cerebral Peduncle","Parkinson Disease","2"
"Cerebral Peduncle","Huntington Disease","2"
"Cerebral Ventricles","Sequela of disorder","2"
"Cerebral Ventricles","Hamartoma Syndrome, Multiple","2"
"Cerebral Ventricles","Alzheimer's Disease","2"
"Cerebral Ventricles","Functional disorder","2"
"Cerebral Ventricles","Developmental delay (disorder)","2"
"Structure of choroid plexus","Meningeal disorder","2"
"Structure of choroid plexus","cortex bone disorders","2"
"Structure of choroid plexus","Spinal Cord Diseases","2"
"Claustral structure","Alzheimer's Disease","2"
"Corpus Callosum","Retinal Diseases","2"
"Corpus Callosum","Angelman Syndrome","2"
"Corpus Callosum","Autism Spectrum Disorders","2"
"Corpus Callosum","Idiopathic Hypereosinophilic Syndrome","2"
"Corpus Callosum","Huntington Disease","2"
"Corpus Callosum","Neurodevelopmental disorder","2"
"Corpus Callosum","Brain Diseases","2"
"Corpus Callosum","Cognition Disorders","2"
"Corpus Callosum","Marchiafava-Bignami Disease","2"
"Corpus Callosum","Depressive disorder","2"
"Corpus Callosum","Disorder nervous system","2"
"Corpus Callosum","Timothy syndrome","2"
"Corpus Callosum","Williams Syndrome","2"
"Corpus striatum structure","Sweet Syndrome","2"
"Corpus striatum structure","Skin endocrine disorder","2"
"Corpus striatum structure","Neonatal Abstinence Syndrome","2"
"Corpus striatum structure","Nose Diseases","2"
"Corpus striatum structure","Testicular Diseases","2"
"Corpus striatum structure","Lung diseases","2"
"Corpus striatum structure","Ataxia as late effect of cerebrovascular disease","2"
"Corpus striatum structure","Lesch-Nyhan Syndrome","2"
"Corpus striatum structure","Niemann-Pick Disease, Type C","2"
"Corpus striatum structure","Bipolar Disorder","2"
"Corpus striatum structure","Recurrent disease","2"
"Corpus striatum structure","Williams Syndrome","2"
"Corpus striatum structure","Hypertensive disease","2"
"Corpus striatum structure","Down Syndrome","2"
"Structure of lateral vestibular nucleus","cortex bone disorders","2"
"Structure of lateral vestibular nucleus","Spinal Cord Diseases","2"
"Structure of diencephalon","Metabolic Syndrome X","2"
"Structure of diencephalon","Meningeal disorder","2"
"Structure of diencephalon","Mild cognitive disorder","2"
"Structure of diencephalon","neuropathology disease","2"
"Structure of diencephalon","Irritable Bowel Syndrome","2"
"Structure of dorsomedial hypothalamic nucleus","Functional disorder","2"
"Ependyma","Renal glomerular disease","2"
"Tract, Extrapyramidal","Parkinsonian Disorders","2"
"Tract, Extrapyramidal","Neurodegenerative Disorders","2"
"Lobe, Frontal","Sweet Syndrome","2"
"Lobe, Frontal","DISORDERS OF THE OPTIC NERVE","2"
"Lobe, Frontal","New Variant Creutzfeldt-Jakob Disease","2"
"Lobe, Frontal","Myeloproliferative Syndrome, Transient","2"
"Lobe, Frontal","Norrie disease","2"
"Lobe, Frontal","Cat-Scratch Disease","2"
"Lobe, Frontal","Congenital secretory diarrhea, sodium type (disorder)","2"
"Lobe, Frontal","Migraine Disorders","2"
"Lobe, Frontal","Shwachman syndrome","2"
"Lobe, Frontal","Borderline Personality Disorder","2"
"Lobe, Frontal","Menkes Kinky Hair Syndrome","2"
"Lobe, Frontal","Delirium, Dementia, Amnestic, Cognitive Disorders","2"
"Lobe, Frontal","Nail-Patella Syndrome","2"
"Lobe, Frontal","Colonic Diseases","2"
"Lobe, Frontal","Non-alcoholic Fatty Liver Disease","2"
"Lobe, Frontal","Van der Woude syndrome","2"
"Globus Pallidus","Stress Disorders, Traumatic","2"
"Globus Pallidus","Brain Diseases","2"
"Globus Pallidus","Autistic Disorder","2"
"Globus Pallidus","Attention deficit hyperactivity disorder","2"
"Globus Pallidus","Rothmund-Thomson syndrome","2"
"Globus Pallidus","Rett Syndrome","2"
"Gyrus Cinguli","Disorder nervous system","2"
"Gyrus Cinguli","Disorders, Mental","2"
"Auditory Hair Cell","Auditory neuropathy spectrum disorder","2"
"Auditory Hair Cell","Saethre-Chotzen Syndrome","2"
"Auditory Hair Cell","Spinal Cord Diseases","2"
"Inner Auditory Hair Cells","Sensorineural hearing loss (disorder)","2"
"BRAIN, HIPPOCAMPUS","Chronic infectious disease","2"
"BRAIN, HIPPOCAMPUS","Neonatal maladjustment syndrome","2"
"BRAIN, HIPPOCAMPUS","Andersen Syndrome","2"
"BRAIN, HIPPOCAMPUS","Arterial Tortuosity Syndrome","2"
"BRAIN, HIPPOCAMPUS","Dyskinetic syndrome","2"
"BRAIN, HIPPOCAMPUS","Autoimmune Diseases","2"
"BRAIN, HIPPOCAMPUS","Congenital infectious disease","2"
"BRAIN, HIPPOCAMPUS","Gaucher Disease","2"
"BRAIN, HIPPOCAMPUS","Disorder of pineal gland","2"
"BRAIN, HIPPOCAMPUS","Colonic Diseases","2"
"BRAIN, HIPPOCAMPUS","Renal tubular disorder","2"
"BRAIN, HIPPOCAMPUS","Antisocial Personality Disorder","2"
"BRAIN, HIPPOCAMPUS","Vascular Diseases","2"
"BRAIN, HIPPOCAMPUS","Zellweger Syndrome","2"
"BRAIN, HIPPOCAMPUS","D茅j茅rine-Sottas disease (disorder)","2"
"BRAIN, HIPPOCAMPUS","Ventricular dilatation (disorder)","2"
"BRAIN, HIPPOCAMPUS","Dementia due to Alzheimer's disease (disorder)","2"
"BRAIN, HIPPOCAMPUS","Sturge-Weber Syndrome","2"
"BRAIN, HIPPOCAMPUS","Schizoaffective Disorder","2"
"BRAIN, HIPPOCAMPUS","Stress Disorders, Traumatic, Acute","2"
"BRAIN, HIPPOCAMPUS","Behavior Disorders","2"
"BRAIN, HIPPOCAMPUS","Polycystic Ovary Syndrome","2"
"BRAIN, HIPPOCAMPUS","Seasonal Affective Disorder","2"
"BRAIN, HIPPOCAMPUS","Chromosome 11p11.2 Deletion Syndrome","2"
"BRAIN, HIPPOCAMPUS","Sexually Transmitted Diseases","2"
"BRAIN, HIPPOCAMPUS","Generalized Anxiety Disorder","2"
"BRAIN, HIPPOCAMPUS","Spastic syndrome","2"
"BRAIN, HIPPOCAMPUS","DiGeorge Syndrome","2"
"BRAIN, HIPPOCAMPUS","Shprintzen syndrome","2"
"BRAIN, HIPPOCAMPUS","Creutzfeldt-Jakob Disease, Sporadic","2"
"BRAIN, HIPPOCAMPUS","Impulse Control Disorders","2"
"BRAIN, HIPPOCAMPUS","motor disorder","2"
"BRAIN, HIPPOCAMPUS","Herpes zoster disease","2"
"BRAIN, HIPPOCAMPUS","Arteriopathic disease","2"
"BRAIN, HIPPOCAMPUS","Cardio-facio-cutaneous syndrome","2"
"BRAIN, HIPPOCAMPUS","Chronic Kidney Diseases","2"
"BRAIN, HIPPOCAMPUS","Immunologic Deficiency Syndromes","2"
"BRAIN, HIPPOCAMPUS","Degenerative brain disorder","2"
"BRAIN, HIPPOCAMPUS","Rasmussen Syndrome","2"
"BRAIN, HIPPOCAMPUS","Borna Disease","2"
"BRAIN, HIPPOCAMPUS","Zika virus disease (disorder)","2"
"BRAIN, HIPPOCAMPUS","Russell-Silver syndrome","2"
"BRAIN, HIPPOCAMPUS","Aarskog syndrome","2"
"BRAIN, HIPPOCAMPUS","Vasodilation disorder","2"
"BRAIN, HIPPOCAMPUS","Idiopathic Hypereosinophilic Syndrome","2"
"BRAIN, HIPPOCAMPUS","Chronic disease","2"
"BRAIN, HIPPOCAMPUS","Fragile X Tremor Ataxia Syndrome","2"
"BRAIN, HIPPOCAMPUS","Williams Syndrome","2"
"Structure of anterior hypothalamic nucleus","Skin endocrine disorder","2"
"Hypothalamic Area, Lateral","Klinefelter Syndrome","2"
"Hypothalamic Area, Lateral","Huntington Disease","2"
"Hypothalamic Area, Lateral","Metabolic Syndrome X","2"
"Hypothalamic Area, Lateral","Prader-Willi Syndrome","2"
"Hypothalamic Area, Lateral","Syndrome","2"
"Hypothalamo-Hypophyseal System","Pituitary Diseases","2"
"Hypothalamic structure","Shy-Drager Syndrome","2"
"Hypothalamic structure","Autonomic nervous system disorders","2"
"Hypothalamic structure","Gilles de la Tourette syndrome","2"
"Hypothalamic structure","Timothy syndrome","2"
"Hypothalamic structure","Vasodilation disorder","2"
"Hypothalamic structure","Sensitization (disorder)","2"
"Hypothalamic structure","Binge eating disorder","2"
"Hypothalamic structure","Recurrent disease","2"
"Hypothalamic structure","Cardiovascular Diseases","2"
"Hypothalamic structure","Testicular Diseases","2"
"Hypothalamic structure","Mixed anxiety and depressive disorder","2"
"Hypothalamic structure","Drug effect disorder","2"
"Hypothalamic structure","Nijmegen Breakage Syndrome","2"
"Hypothalamic structure","Nicolaides Baraitser syndrome","2"
"Hypothalamic structure","Lung diseases","2"
"Hypothalamic structure","Post-Traumatic Stress Disorder","2"
"Hypothalamic structure","Bardet-Biedl Syndrome","2"
"Hypothalamic structure","Kallmann Syndrome","2"
"Hypothalamic structure","Fetal Alcohol Syndrome","2"
"Hypothalamic structure","Inflammatory Bowel Diseases","2"
"Hypothalamic structure","Renal glomerular disease","2"
"Hypothalamic structure","Prostatic Diseases","2"
"Hypothalamus, Anterior","Retinal Diseases","2"
"Hypothalamus, Anterior","Hypertensive disease","2"
"Hypothalamus, Anterior","Skin endocrine disorder","2"
"Posterior Hypothalamic Region","Functional disorder","2"
"Posterior Hypothalamic Region","cortex bone disorders","2"
"Posterior Hypothalamic Region","Pituitary Diseases","2"
"Inferior Colliculus","Peripheral Arterial Diseases","2"
"Inferior Colliculus","Diseases of inner ear","2"
"Inferior Colliculus","Cyclical vomiting syndrome (disorder)","2"
"Inferior Colliculus","Rabies (disorder)","2"
"Inferior Colliculus","Syndrome","2"
"Inferior Colliculus","Neurotoxicity Syndromes","2"
"Inferior Colliculus","Mohr-Tranebjaerg syndrome","2"
"Inferior Colliculus","Chronic Fatigue Syndrome","2"
"Inferior Colliculus","Virus Diseases","2"
"Inferior Colliculus","Prune Belly Syndrome","2"
"Inferior Colliculus","Bloom Syndrome","2"
"Inferior Colliculus","Pancreatic Diseases","2"
"Insula of Reil","Depressive disorder","2"
"Insula of Reil","Bipolar Disorder","2"
"Insula of Reil","Sweet Syndrome","2"
"Insula of Reil","Autism Spectrum Disorders","2"
"Insula of Reil","Hamartoma Syndrome, Multiple","2"
"Insula of Reil","Autistic Disorder","2"
"Insula of Reil","Disorder nervous system","2"
"Insula of Reil","Pica Disease","2"
"Limbic System","Rabies (disorder)","2"
"Limbic System","Borna Disease","2"
"Limbic System","Autistic Disorder","2"
"Limbic System","Obsessive-Compulsive Disorder","2"
"Limbic System","Bipolar Disorder","2"
"Limbic System","Migraine Disorders","2"
"Structure of locus ceruleus","Liver diseases","2"
"Structure of locus ceruleus","Acute infectious disease","2"
"Structure of locus ceruleus","Movement Disorders","2"
"Structure of locus ceruleus","Autism Spectrum Disorders","2"
"Structure of locus ceruleus","Anxiety Disorders","2"
"Structure of locus ceruleus","Skin endocrine disorder","2"
"Structure of locus ceruleus","Shy-Drager Syndrome","2"
"Structure of locus ceruleus","Retinal Diseases","2"
"Structure of locus ceruleus","Huntington Disease","2"
"Structure of locus ceruleus","Van der Woude syndrome","2"
"Structure of locus ceruleus","Leigh Disease","2"
"Structure of locus ceruleus","Stiff-Person Syndrome","2"
"Structure of locus ceruleus","Bipolar Disorder","2"
"Structure of locus ceruleus","Virus Diseases","2"
"Structure of locus ceruleus","Disorder of pineal gland","2"
"Mammillary body structure","Mood Disorders","2"
"Mammillary body structure","Bipolar Disorder","2"
"Structure of median forebrain bundle","Depressive disorder","2"
"Structure of median forebrain bundle","Hamartoma Syndrome, Multiple","2"
