"brainregion","disease","count"
"Pituitary cell","Thrombocytopenia-Absent Radius Syndrome","40452"
"Pituitary cell","other psychiatric disorders","40453"
"Pituitary cell","Mild cognitive disorder","40454"
"Preoptic Areas","Spastic syndrome","40455"
"Preoptic Areas","Thrombocytopenia-Absent Radius Syndrome","40456"
"Central insular sulcus","Herpes zoster disease","40457"
"Central insular sulcus","Spastic syndrome","40458"
"Central insular sulcus","Thrombocytopenia-Absent Radius Syndrome","40459"
"Interpeduncular nucleus","Spastic syndrome","40460"
"Interpeduncular nucleus","Thrombocytopenia-Absent Radius Syndrome","40461"
"Cerebellar cortex structure","Thrombocytopenia-Absent Radius Syndrome","40462"
"Insula of Reil","Virus Diseases","40463"
"Insula of Reil","Idiopathic pneumonia syndrome","40464"
"Insula of Reil","Tic disorder","40465"
"Insula of Reil","Prion Diseases","40466"
"Insula of Reil","Familial Alzheimer Disease (FAD)","40467"
"Insula of Reil","Hashimoto Disease","40468"
"Insula of Reil","Machado-Joseph Disease","40469"
"Insula of Reil","Cerebellar Diseases","40470"
"Insula of Reil","Zika virus disease (disorder)","40471"
"Insula of Reil","Rabies (disorder)","40472"
"Insula of Reil","Spastic syndrome","40473"
"Insula of Reil","Creutzfeldt-Jakob disease","40474"
"Insula of Reil","Nose Diseases","40475"
"Insula of Reil","Thrombocytopenia-Absent Radius Syndrome","40476"
"Insula of Reil","other psychiatric disorders","40477"
"Auditory area","Thrombocytopenia-Absent Radius Syndrome","40478"
"Posterior cerebral commissure","Thrombocytopenia-Absent Radius Syndrome","40479"
"Somatosensory Cortex","Herpes zoster disease","40480"
"Somatosensory Cortex","Thrombocytopenia-Absent Radius Syndrome","40481"
"Nucleus solitarius","Thrombocytopenia-Absent Radius Syndrome","40482"
"mossy fiber","Thrombocytopenia-Absent Radius Syndrome","40483"
"Bundle, Predorsal","Thrombocytopenia-Absent Radius Syndrome","40484"
"Medulla Oblongata","Thrombocytopenia-Absent Radius Syndrome","40485"
"lateral amygdalar nucleus","Alzheimer's Disease","40486"
"lateral amygdalar nucleus","cortex bone disorders","40487"
"lateral amygdalar nucleus","Functional disorder","40488"
"lateral amygdalar nucleus","Parkinson Disease","40489"
"lateral amygdalar nucleus","Depressive disorder","40490"
"lateral amygdalar nucleus","Neurodegenerative Disorders","40491"
"lateral amygdalar nucleus","Neurotoxicity Syndromes","40492"
"lateral amygdalar nucleus","Disease Progression","40493"
"lateral amygdalar nucleus","Retinal Diseases","40494"
"lateral amygdalar nucleus","Spinal Cord Diseases","40495"
"lateral amygdalar nucleus","Autism Spectrum Disorders","40496"
"lateral amygdalar nucleus","Fragile X Syndrome","40497"
"lateral amygdalar nucleus","Virus Diseases","40498"
"lateral amygdalar nucleus","Disorder nervous system","40499"
"lateral amygdalar nucleus","Pituitary Diseases","40500"
"lateral amygdalar nucleus","Autistic Disorder","40501"
"lateral amygdalar nucleus","Bipolar Disorder","40502"
"lateral amygdalar nucleus","Syndrome, Bloch-Sulzberger","40503"
"lateral amygdalar nucleus","Disorders, Mental","40504"
"lateral amygdalar nucleus","Huntington Disease","40505"
"lateral amygdalar nucleus","Ataxia as late effect of cerebrovascular disease","40506"
"lateral amygdalar nucleus","Neurodevelopmental disorder","40507"
"lateral amygdalar nucleus","Syndrome","40508"
"lateral amygdalar nucleus","Pervasive Development Disorder","40509"
"lateral amygdalar nucleus","Major Depressive Disorder","40510"
"lateral amygdalar nucleus","Niemann-Pick Disease, Type C","40511"
"lateral amygdalar nucleus","Shy-Drager Syndrome","40512"
"lateral amygdalar nucleus","Van der Woude syndrome","40513"
"lateral amygdalar nucleus","Migraine Disorders","40514"
"lateral amygdalar nucleus","Idiopathic pneumonia syndrome","40515"
"lateral amygdalar nucleus","neuropathology disease","40516"
"lateral amygdalar nucleus","Mood Disorders","40517"
"lateral amygdalar nucleus","Anxiety Disorders","40518"
"lateral amygdalar nucleus","Obsessive-Compulsive Disorder","40519"
"lateral amygdalar nucleus","Mucocutaneous Lymph Node Syndrome","40520"
"lateral amygdalar nucleus","Brain Diseases","40521"
"lateral amygdalar nucleus","Down Syndrome","40522"
"lateral amygdalar nucleus","Skin endocrine disorder","40523"
"lateral amygdalar nucleus","Feline urological syndrome","40524"
"lateral amygdalar nucleus","Herpes zoster disease","40525"
"lateral amygdalar nucleus","Restless Legs Syndrome","40526"
"lateral amygdalar nucleus","CNS disorder","40527"
"lateral amygdalar nucleus","Tic disorder","40528"
"lateral amygdalar nucleus","Dystonia Disorders","40529"
"lateral amygdalar nucleus","Prion Diseases","40530"
"lateral amygdalar nucleus","Familial Alzheimer Disease (FAD)","40531"
"lateral amygdalar nucleus","Rett Syndrome","40532"
"lateral amygdalar nucleus","Attention deficit hyperactivity disorder","40533"
"lateral amygdalar nucleus","DISORDERS OF THE OPTIC NERVE","40534"
"lateral amygdalar nucleus","Psychotic Disorders","40535"
"lateral amygdalar nucleus","Hashimoto Disease","40536"
"lateral amygdalar nucleus","Stress Disorders, Traumatic","40537"
"lateral amygdalar nucleus","Disorder of pineal gland","40538"
"lateral amygdalar nucleus","Lung diseases","40539"
"lateral amygdalar nucleus","Norrie disease","40540"
"lateral amygdalar nucleus","Machado-Joseph Disease","40541"
"lateral amygdalar nucleus","Cerebellar Diseases","40542"
"lateral amygdalar nucleus","Pancreatic Diseases","40543"
"lateral amygdalar nucleus","Cognition Disorders","40544"
"lateral amygdalar nucleus","Zika virus disease (disorder)","40545"
"lateral amygdalar nucleus","Rabies (disorder)","40546"
"lateral amygdalar nucleus","Degenerative disorder","40547"
"lateral amygdalar nucleus","Dyskinetic syndrome","40548"
"lateral amygdalar nucleus","Spastic syndrome","40549"
"lateral amygdalar nucleus","Creutzfeldt-Jakob disease","40550"
"lateral amygdalar nucleus","Nose Diseases","40551"
"lateral amygdalar nucleus","Thrombocytopenia-Absent Radius Syndrome","40552"
"lateral amygdalar nucleus","Renal glomerular disease","40553"
"lateral amygdalar nucleus","other psychiatric disorders","40554"
"lateral amygdalar nucleus","Mild cognitive disorder","40555"
"Auditory Hair Cell","Herpes zoster disease","40556"
"Auditory Hair Cell","Spastic syndrome","40557"
"Auditory Hair Cell","Thrombocytopenia-Absent Radius Syndrome","40558"
"Cochlear nucleus structure","Anxiety Disorders","40559"
"Cochlear nucleus structure","Prion Diseases","40560"
"Cochlear nucleus structure","Machado-Joseph Disease","40561"
"Cochlear nucleus structure","Cerebellar Diseases","40562"
"Cochlear nucleus structure","Zika virus disease (disorder)","40563"
"Cochlear nucleus structure","Rabies (disorder)","40564"
"Cochlear nucleus structure","Dyskinetic syndrome","40565"
"Cochlear nucleus structure","Creutzfeldt-Jakob disease","40566"
"Cochlear nucleus structure","Nose Diseases","40567"
"Cochlear nucleus structure","Thrombocytopenia-Absent Radius Syndrome","40568"
"Cochlear nucleus structure","other psychiatric disorders","40569"
"Pulvinar structure","Autism Spectrum Disorders","40570"
"Pulvinar structure","Fragile X Syndrome","40571"
"Pulvinar structure","Virus Diseases","40572"
"Pulvinar structure","Bipolar Disorder","40573"
"Pulvinar structure","Syndrome, Bloch-Sulzberger","40574"
"Pulvinar structure","Disorders, Mental","40575"
"Pulvinar structure","Ataxia as late effect of cerebrovascular disease","40576"
"Pulvinar structure","Neurodevelopmental disorder","40577"
"Pulvinar structure","Pervasive Development Disorder","40578"
"Pulvinar structure","Major Depressive Disorder","40579"
"Pulvinar structure","Niemann-Pick Disease, Type C","40580"
"Pulvinar structure","Shy-Drager Syndrome","40581"
"Pulvinar structure","Van der Woude syndrome","40582"
"Pulvinar structure","Migraine Disorders","40583"
"Pulvinar structure","Idiopathic pneumonia syndrome","40584"
"Pulvinar structure","neuropathology disease","40585"
"Pulvinar structure","Mood Disorders","40586"
"Pulvinar structure","Anxiety Disorders","40587"
"Pulvinar structure","Obsessive-Compulsive Disorder","40588"
"Pulvinar structure","Mucocutaneous Lymph Node Syndrome","40589"
"Pulvinar structure","Brain Diseases","40590"
"Pulvinar structure","Feline urological syndrome","40591"
"Pulvinar structure","Herpes zoster disease","40592"
"Pulvinar structure","Restless Legs Syndrome","40593"
"Pulvinar structure","CNS disorder","40594"
"Pulvinar structure","Tic disorder","40595"
"Pulvinar structure","Dystonia Disorders","40596"
"Pulvinar structure","Prion Diseases","40597"
"Pulvinar structure","Familial Alzheimer Disease (FAD)","40598"
"Pulvinar structure","Rett Syndrome","40599"
"Pulvinar structure","Attention deficit hyperactivity disorder","40600"
"Pulvinar structure","Psychotic Disorders","40601"
"Pulvinar structure","Hashimoto Disease","40602"
"Pulvinar structure","Stress Disorders, Traumatic","40603"
"Pulvinar structure","Lung diseases","40604"
"Pulvinar structure","Norrie disease","40605"
"Pulvinar structure","Machado-Joseph Disease","40606"
"Pulvinar structure","Cerebellar Diseases","40607"
"Pulvinar structure","Pancreatic Diseases","40608"
"Pulvinar structure","Cognition Disorders","40609"
"Pulvinar structure","Zika virus disease (disorder)","40610"
"Pulvinar structure","Rabies (disorder)","40611"
"Pulvinar structure","Degenerative disorder","40612"
"Pulvinar structure","Dyskinetic syndrome","40613"
"Pulvinar structure","Creutzfeldt-Jakob disease","40614"
"Pulvinar structure","Nose Diseases","40615"
"Pulvinar structure","Thrombocytopenia-Absent Radius Syndrome","40616"
"Pulvinar structure","Renal glomerular disease","40617"
"Pulvinar structure","other psychiatric disorders","40618"
"Pulvinar structure","Mild cognitive disorder","40619"
"Primary Auditory Cortex","Idiopathic pneumonia syndrome","40620"
"Primary Auditory Cortex","Tic disorder","40621"
"Primary Auditory Cortex","Prion Diseases","40622"
"Primary Auditory Cortex","Familial Alzheimer Disease (FAD)","40623"
"Primary Auditory Cortex","Hashimoto Disease","40624"
"Primary Auditory Cortex","Machado-Joseph Disease","40625"
"Primary Auditory Cortex","Cerebellar Diseases","40626"
"Primary Auditory Cortex","Pancreatic Diseases","40627"
"Primary Auditory Cortex","Zika virus disease (disorder)","40628"
"Primary Auditory Cortex","Rabies (disorder)","40629"
"Primary Auditory Cortex","Dyskinetic syndrome","40630"
"Primary Auditory Cortex","Creutzfeldt-Jakob disease","40631"
"Primary Auditory Cortex","Nose Diseases","40632"
"Primary Auditory Cortex","Thrombocytopenia-Absent Radius Syndrome","40633"
"Primary Auditory Cortex","other psychiatric disorders","40634"
"Basal Nucleus of Meynert","Herpes zoster disease","40635"
"Basal Nucleus of Meynert","Spastic syndrome","40636"
"Basal Nucleus of Meynert","Thrombocytopenia-Absent Radius Syndrome","40637"
"Globus Pallidus","Anxiety Disorders","40638"
"Globus Pallidus","Pancreatic Diseases","40639"
"Globus Pallidus","Zika virus disease (disorder)","40640"
"Globus Pallidus","Rabies (disorder)","40641"
"Globus Pallidus","Thrombocytopenia-Absent Radius Syndrome","40642"
"Globus Pallidus","other psychiatric disorders","40643"
"Ventral Posterior Nucleus","Obsessive-Compulsive Disorder","40644"
"Ventral Posterior Nucleus","Dystonia Disorders","40645"
"Entire subthalamic nucleus","Alzheimer's Disease","40646"
"Entire subthalamic nucleus","Obsessive-Compulsive Disorder","40647"
"Entire subthalamic nucleus","Dystonia Disorders","40648"
"Entire subthalamic nucleus","Functional disorder","40649"
"Lamina Terminalis","Tay-Sachs Disease","40650"
"Structure of longitudinal cerebral fissure","Parkinson Disease","40651"
"Structure of longitudinal cerebral fissure","Neurodegenerative Disorders","40652"
"Structure of longitudinal cerebral fissure","Alzheimer's Disease","40653"
"Structure of longitudinal cerebral fissure","Down Syndrome","40654"
"Structure of longitudinal cerebral fissure","Pick Disease of the Brain","40655"
"Structure of longitudinal cerebral fissure","Autism Spectrum Disorders","40656"
"Structure of longitudinal cerebral fissure","Spinal Cord Diseases","40657"
"Structure of longitudinal cerebral fissure","Functional disorder","40658"
"Structure of parieto-occipital fissure","Parkinson Disease","40659"
"Structure of parieto-occipital fissure","Neurodegenerative Disorders","40660"
"Structure of parieto-occipital fissure","Alzheimer's Disease","40661"
"Structure of parieto-occipital fissure","Down Syndrome","40662"
"Structure of parieto-occipital fissure","Pick Disease of the Brain","40663"
"Structure of parieto-occipital fissure","Autism Spectrum Disorders","40664"
"Reticular Formation","Pick Disease of the Brain","40665"
"Reticular Formation","Autism Spectrum Disorders","40666"
"Structure of longitudinal cerebral fissure","Autistic Disorder","40667"
"Structure of parieto-occipital fissure","Autistic Disorder","40668"
"Anterodorsal nucleus of thalamus","Cockayne Syndrome, Type I","40669"
"CA1 field","Werner Syndrome","40670"
"Anterodorsal nucleus of thalamus","Werner Syndrome","40671"
"Structure of fissure of Sylvius","neuropathology disease","40672"
"Structure of fissure of Sylvius","Meningeal disorder","40673"
"Structure of fissure of Sylvius","Irritable Bowel Syndrome","40674"
"Structure of fissure of Sylvius","Hamartoma Syndrome, Multiple","40675"
"Callosal sulcus","Stress Disorders, Traumatic","40676"
"Callosal sulcus","Dyskinetic syndrome","40677"
"Callosal sulcus","Hypertensive disease","40678"
"Callosal sulcus","Sensitization (disorder)","40679"
"Nucleus, Principal Pretectal","Stress Disorders, Traumatic","40680"
"Nucleus, Principal Pretectal","Autistic Disorder","40681"
"Nucleus, Principal Pretectal","Dyskinetic syndrome","40682"
"Nucleus, Principal Pretectal","Sensitization (disorder)","40683"
"Nucleus, Principal Pretectal","Menkes Kinky Hair Syndrome","40684"
"Callosal sulcus","Menkes Kinky Hair Syndrome","40685"
"BRAIN, HIPPOCAMPUS","Degenerative brain disorder","40686"
"Genus Hippocampus","Degenerative brain disorder","40687"
"Cerebral cortex","Degenerative brain disorder","40688"
"Cerebral hemisphere structure (body structure)","Degenerative brain disorder","40689"
"CA1 field","Degenerative brain disorder","40690"
"Cerebellum","Degenerative brain disorder","40691"
"Substantia nigra structure","Degenerative brain disorder","40692"
"Anterodorsal nucleus of thalamus","Degenerative brain disorder","40693"
"Structure of thalamic fasciculus","Shwachman syndrome","40694"
"Structure of Forel's H2 bundle","Shwachman syndrome","40695"
"Anterodorsal nucleus of thalamus","Shwachman syndrome","40696"
"Basal Nucleus of Meynert","Shwachman syndrome","40697"
"Bundle, Predorsal","Shwachman syndrome","40698"
"BRAIN, HIPPOCAMPUS","Paramyotonia congenita (disorder)","40699"
"BRAIN, HIPPOCAMPUS","Vascular Diseases","40700"
"Genus Hippocampus","Paramyotonia congenita (disorder)","40701"
"Genus Hippocampus","Vascular Diseases","40702"
"Anterodorsal nucleus of thalamus","Mohr-Tranebjaerg syndrome","40703"
"Anterodorsal nucleus of thalamus","Sequela of disorder","40704"
"Anterodorsal nucleus of thalamus","Paramyotonia congenita (disorder)","40705"
"Anterodorsal nucleus of thalamus","Vascular Diseases","40706"
"Cerebral cortex","Paramyotonia congenita (disorder)","40707"
"Cerebral cortex","Vascular Diseases","40708"
"Structure of locus ceruleus","Mesulam Syndrome","40709"
"Structure of locus ceruleus","motor disorder","40710"
"Structure of locus ceruleus","Alzheimer Disease, Late Onset","40711"
"Structure of locus ceruleus","Paramyotonia congenita (disorder)","40712"
"Structure of locus ceruleus","Vascular Diseases","40713"
"Brain Stem","Mesulam Syndrome","40714"
"Brain Stem","motor disorder","40715"
"Brain Stem","Alzheimer Disease, Late Onset","40716"
"Brain Stem","Paramyotonia congenita (disorder)","40717"
"Brain Stem","Vascular Diseases","40718"
"CA1 field","motor disorder","40719"
"CA1 field","Paramyotonia congenita (disorder)","40720"
"CA1 field","Vascular Diseases","40721"
"Temporal Lobe","Mohr-Tranebjaerg syndrome","40722"
"Temporal Lobe","Sequela of disorder","40723"
"Temporal Lobe","Dementia due to Alzheimer's disease (disorder)","40724"
"Temporal Lobe","motor disorder","40725"
"Temporal Lobe","Paramyotonia congenita (disorder)","40726"
"Temporal Lobe","Thrombocytopenia-Absent Radius Syndrome","40727"
"Temporal Lobe","Vascular Diseases","40728"
"Cerebral hemisphere structure (body structure)","Mesulam Syndrome","40729"
"Cerebral hemisphere structure (body structure)","Paramyotonia congenita (disorder)","40730"
"Cerebral hemisphere structure (body structure)","Vascular Diseases","40731"
"Cerebellum","Alzheimer Disease, Late Onset","40732"
"Cerebellum","Paramyotonia congenita (disorder)","40733"
"Cerebellum","Vascular Diseases","40734"
"Pyramidal Cells","Alzheimer Disease, Late Onset","40735"
"Pyramidal Cells","Paramyotonia congenita (disorder)","40736"
"Pyramidal Cells","Vascular Diseases","40737"
"Neocortex","Mesulam Syndrome","40738"
"Neocortex","Alzheimer Disease, Late Onset","40739"
"Neocortex","Paramyotonia congenita (disorder)","40740"
"Neocortex","Vascular Diseases","40741"
"Lobe, Frontal","Paramyotonia congenita (disorder)","40742"
"Lobe, Frontal","Vascular Diseases","40743"
"Structure of entorhinal cortex","Lewy Body Disease","40744"
"Structure of entorhinal cortex","Pick Disease of the Brain","40745"
"Structure of entorhinal cortex","Feline urological syndrome","40746"
"Structure of entorhinal cortex","Mohr-Tranebjaerg syndrome","40747"
"Structure of entorhinal cortex","Huntington Disease","40748"
"Structure of entorhinal cortex","Prion Diseases","40749"
"Structure of entorhinal cortex","Creutzfeldt-Jakob disease","40750"
"Structure of entorhinal cortex","Shy-Drager Syndrome","40751"
"Structure of entorhinal cortex","Cerebrovascular Disorders","40752"
"Structure of entorhinal cortex","Gerstmann-Straussler-Scheinker Disease","40753"
"Structure of entorhinal cortex","Creutzfeldt-Jakob Disease, Sporadic","40754"
"Structure of entorhinal cortex","Sequela of disorder","40755"
"Structure of entorhinal cortex","Psychotic Disorders","40756"
"Structure of entorhinal cortex","Lung diseases","40757"
"Structure of entorhinal cortex","Mesulam Syndrome","40758"
"Structure of entorhinal cortex","Lafora Disease","40759"
"Structure of entorhinal cortex","Liver diseases","40760"
"Structure of entorhinal cortex","Communicable Diseases","40761"
"Structure of entorhinal cortex","Norrie disease","40762"
"Structure of entorhinal cortex","Colonic Diseases","40763"
"Structure of entorhinal cortex","motor disorder","40764"
"Structure of entorhinal cortex","Hypertrophic disorder of skin, unspecified","40765"
"Structure of entorhinal cortex","Language Disorders","40766"
"Structure of entorhinal cortex","Alzheimer Disease, Late Onset","40767"
"Structure of entorhinal cortex","Recurrent disease","40768"
"Structure of entorhinal cortex","Andersen Syndrome","40769"
"Structure of entorhinal cortex","Paramyotonia congenita (disorder)","40770"
"Structure of entorhinal cortex","Thrombocytopenia-Absent Radius Syndrome","40771"
"Structure of entorhinal cortex","Arterial Tortuosity Syndrome","40772"
"Structure of entorhinal cortex","Acute infectious disease","40773"
"Structure of entorhinal cortex","Pancreatic Diseases","40774"
"Structure of entorhinal cortex","Vascular Diseases","40775"
"Structure of entorhinal cortex","Lubs X-linked mental retardation syndrome","40776"
"Structure of entorhinal cortex","Williams Syndrome","40777"
"Central insular sulcus","Mohr-Tranebjaerg syndrome","40778"
"Central insular sulcus","Shwachman syndrome","40779"
"Central insular sulcus","Dementia due to Alzheimer's disease (disorder)","40780"
"Central insular sulcus","Mesulam Syndrome","40781"
"Central insular sulcus","motor disorder","40782"
"Central insular sulcus","Hypertrophic disorder of skin, unspecified","40783"
"Central insular sulcus","Alzheimer Disease, Late Onset","40784"
"Central insular sulcus","Paramyotonia congenita (disorder)","40785"
"Central insular sulcus","Prune Belly Syndrome","40786"
"Central insular sulcus","Melkersson-Rosenthal Syndrome","40787"
"Central insular sulcus","Delirium, Dementia, Amnestic, Cognitive Disorders","40788"
"Central insular sulcus","Vascular Diseases","40789"
"Planum polare (PP)","Pick Disease of the Brain","40790"
"Planum polare (PP)","Mohr-Tranebjaerg syndrome","40791"
"Planum polare (PP)","Shwachman syndrome","40792"
"Planum polare (PP)","Nail-Patella Syndrome","40793"
"Planum polare (PP)","Prion Diseases","40794"
"Planum polare (PP)","Creutzfeldt-Jakob disease","40795"
"Planum polare (PP)","Degenerative disorder","40796"
"Planum polare (PP)","Gerstmann-Straussler-Scheinker Disease","40797"
"Planum polare (PP)","Creutzfeldt-Jakob Disease, Sporadic","40798"
"Planum polare (PP)","Sequela of disorder","40799"
"Planum polare (PP)","Familial Alzheimer Disease (FAD)","40800"
"Planum polare (PP)","Dementia due to Alzheimer's disease (disorder)","40801"
"Planum polare (PP)","Mesulam Syndrome","40802"
"Planum polare (PP)","Virus Diseases","40803"
"Planum polare (PP)","Communicable Diseases","40804"
"Planum polare (PP)","Gilles de la Tourette syndrome","40805"
"Planum polare (PP)","motor disorder","40806"
"Planum polare (PP)","Hypertrophic disorder of skin, unspecified","40807"
"Planum polare (PP)","Language Disorders","40808"
"Planum polare (PP)","Alzheimer Disease, Late Onset","40809"
"Planum polare (PP)","Timothy syndrome","40810"
"Planum polare (PP)","Recurrent disease","40811"
"Planum polare (PP)","Andersen Syndrome","40812"
"Planum polare (PP)","Paramyotonia congenita (disorder)","40813"
"Planum polare (PP)","Prune Belly Syndrome","40814"
"Planum polare (PP)","Thrombocytopenia-Absent Radius Syndrome","40815"
"Planum polare (PP)","Acute infectious disease","40816"
"Planum polare (PP)","Vascular Diseases","40817"
"Planum polare (PP)","Lubs X-linked mental retardation syndrome","40818"
"Planum polare (PP)","Williams Syndrome","40819"
"Planum polare (PP)","Renal glomerular disease","40820"
"Structure of nucleus prepositus","Mohr-Tranebjaerg syndrome","40821"
"Structure of nucleus prepositus","Shwachman syndrome","40822"
"Structure of nucleus prepositus","Sequela of disorder","40823"
"Structure of nucleus prepositus","Mesulam Syndrome","40824"
"Structure of nucleus prepositus","motor disorder","40825"
"Structure of nucleus prepositus","Alzheimer Disease, Late Onset","40826"
"Structure of nucleus prepositus","Paramyotonia congenita (disorder)","40827"
"Structure of nucleus prepositus","Vascular Diseases","40828"
"Substantia nigra structure","Dementia due to Alzheimer's disease (disorder)","40829"
"Substantia nigra structure","Alzheimer Disease, Late Onset","40830"
"Substantia nigra structure","Paramyotonia congenita (disorder)","40831"
"Substantia nigra structure","Vascular Diseases","40832"
"Prosencephalon","Mesulam Syndrome","40833"
"Prosencephalon","Alzheimer Disease, Late Onset","40834"
"Prosencephalon","Paramyotonia congenita (disorder)","40835"
"Prosencephalon","Vascular Diseases","40836"
"CA2 field","Mesulam Syndrome","40837"
"CA2 field","Alzheimer Disease, Late Onset","40838"
"CA2 field","Paramyotonia congenita (disorder)","40839"
"CA2 field","Vascular Diseases","40840"
"Structure of dentate gyrus","Mesulam Syndrome","40841"
"Structure of dentate gyrus","motor disorder","40842"
"Structure of dentate gyrus","Alzheimer Disease, Late Onset","40843"
"Structure of dentate gyrus","Paramyotonia congenita (disorder)","40844"
"Structure of dentate gyrus","Vascular Diseases","40845"
"Bundle, Predorsal","Mohr-Tranebjaerg syndrome","40846"
"Bundle, Predorsal","Sequela of disorder","40847"
"Bundle, Predorsal","Dementia due to Alzheimer's disease (disorder)","40848"
"Bundle, Predorsal","Alzheimer Disease, Late Onset","40849"
"Bundle, Predorsal","Paramyotonia congenita (disorder)","40850"
"Bundle, Predorsal","Prune Belly Syndrome","40851"
"Bundle, Predorsal","Vascular Diseases","40852"
"CA3 field","motor disorder","40853"
"CA3 field","Alzheimer Disease, Late Onset","40854"
"CA3 field","Paramyotonia congenita (disorder)","40855"
"CA3 field","Vascular Diseases","40856"
"Basal Forebrain","Mesulam Syndrome","40857"
"Basal Forebrain","motor disorder","40858"
"Basal Forebrain","Alzheimer Disease, Late Onset","40859"
"Basal Forebrain","Paramyotonia congenita (disorder)","40860"
"Basal Forebrain","Vascular Diseases","40861"
"Prefrontal Cortex","Mesulam Syndrome","40862"
"Prefrontal Cortex","motor disorder","40863"
"Prefrontal Cortex","Alzheimer Disease, Late Onset","40864"
"Prefrontal Cortex","Paramyotonia congenita (disorder)","40865"
"Prefrontal Cortex","Vascular Diseases","40866"
"Neostriatum","Mesulam Syndrome","40867"
"Neostriatum","Alzheimer Disease, Late Onset","40868"
"Neostriatum","Paramyotonia congenita (disorder)","40869"
"Neostriatum","Vascular Diseases","40870"
"Corpus striatum structure","Mesulam Syndrome","40871"
"Corpus striatum structure","Alzheimer Disease, Late Onset","40872"
"Corpus striatum structure","Paramyotonia congenita (disorder)","40873"
"Corpus striatum structure","Vascular Diseases","40874"
"Basal Ganglia","Dementia due to Alzheimer's disease (disorder)","40875"
"Basal Ganglia","Mesulam Syndrome","40876"
"Basal Ganglia","Alzheimer Disease, Late Onset","40877"
"Basal Ganglia","Paramyotonia congenita (disorder)","40878"
"Basal Ganglia","Vascular Diseases","40879"
"Midbrain structure","Mesulam Syndrome","40880"
"Midbrain structure","Alzheimer Disease, Late Onset","40881"
"Midbrain structure","Paramyotonia congenita (disorder)","40882"
"Midbrain structure","Vascular Diseases","40883"
"Structure of olfactory bulb","Dementia due to Alzheimer's disease (disorder)","40884"
"Structure of olfactory bulb","Mesulam Syndrome","40885"
"Structure of olfactory bulb","motor disorder","40886"
"Structure of olfactory bulb","Alzheimer Disease, Late Onset","40887"
"Structure of olfactory bulb","Paramyotonia congenita (disorder)","40888"
"Structure of olfactory bulb","Vascular Diseases","40889"
"Amygdaloid structure","Mesulam Syndrome","40890"
"Amygdaloid structure","motor disorder","40891"
"Amygdaloid structure","Alzheimer Disease, Late Onset","40892"
"Amygdaloid structure","Paramyotonia congenita (disorder)","40893"
"Amygdaloid structure","Vascular Diseases","40894"
"Thalamic structure","Dementia due to Alzheimer's disease (disorder)","40895"
"Thalamic structure","Alzheimer Disease, Late Onset","40896"
"Thalamic structure","Paramyotonia congenita (disorder)","40897"
"Thalamic structure","Vascular Diseases","40898"
"Structure of posterior hypothalamic nucleus","Alzheimer's Disease","40899"
"Structure of posterior hypothalamic nucleus","Neurodegenerative Disorders","40900"
"Structure of posterior hypothalamic nucleus","Functional disorder","40901"
"Structure of posterior hypothalamic nucleus","Disease Progression","40902"
"Structure of posterior hypothalamic nucleus","Neurotoxicity Syndromes","40903"
"Structure of posterior hypothalamic nucleus","cortex bone disorders","40904"
"Structure of posterior hypothalamic nucleus","neuropathology disease","40905"
"Structure of posterior hypothalamic nucleus","Lewy Body Disease","40906"
"Structure of posterior hypothalamic nucleus","Pick Disease of the Brain","40907"
"Structure of posterior hypothalamic nucleus","Parkinson Disease","40908"
"Structure of posterior hypothalamic nucleus","Parkinsonian Disorders","40909"
"Structure of posterior hypothalamic nucleus","Mild cognitive disorder","40910"
"Structure of posterior hypothalamic nucleus","Spinal Cord Diseases","40911"
"Structure of posterior hypothalamic nucleus","Down Syndrome","40912"
"Structure of posterior hypothalamic nucleus","Retinal Diseases","40913"
"Structure of posterior hypothalamic nucleus","Syndrome","40914"
"Structure of posterior hypothalamic nucleus","Disorder nervous system","40915"
"Structure of posterior hypothalamic nucleus","Feline urological syndrome","40916"
"Structure of posterior hypothalamic nucleus","Mohr-Tranebjaerg syndrome","40917"
"Structure of posterior hypothalamic nucleus","Huntington Disease","40918"
"Structure of posterior hypothalamic nucleus","Shwachman syndrome","40919"
"Structure of posterior hypothalamic nucleus","Nail-Patella Syndrome","40920"
"Structure of posterior hypothalamic nucleus","DISORDERS OF THE OPTIC NERVE","40921"
"Structure of posterior hypothalamic nucleus","Prion Diseases","40922"
"Structure of posterior hypothalamic nucleus","Cognition Disorders","40923"
"Structure of posterior hypothalamic nucleus","Motor Neuron Disease","40924"
"Structure of posterior hypothalamic nucleus","Depressive disorder","40925"
"Structure of posterior hypothalamic nucleus","Creutzfeldt-Jakob disease","40926"
"Structure of posterior hypothalamic nucleus","Degenerative disorder","40927"
"Structure of posterior hypothalamic nucleus","Brain Diseases","40928"
"Structure of posterior hypothalamic nucleus","Shy-Drager Syndrome","40929"
"Structure of posterior hypothalamic nucleus","Cerebrovascular Disorders","40930"
"Structure of posterior hypothalamic nucleus","Van der Woude syndrome","40931"
"Structure of posterior hypothalamic nucleus","Gerstmann-Straussler-Scheinker Disease","40932"
"Structure of posterior hypothalamic nucleus","Creutzfeldt-Jakob Disease, Sporadic","40933"
"Structure of posterior hypothalamic nucleus","Sequela of disorder","40934"
"Structure of posterior hypothalamic nucleus","Familial Alzheimer Disease (FAD)","40935"
