concept,disease,appearTimes,conceptClass
Obsessive compulsive behavior,Autism Spectrum Disorders,1,MentalP
Drug abuse,Sleep Disorders,1,MentalP
Behavior,Vasodilation disorder,1,MentalP
Alcoholic Intoxication, Chronic,Post-Traumatic Stress Disorder,1,MentalP
Pain Perception,Basal Ganglia Diseases,1,MentalP
Avoidance,Oculorespiratory syndrome,1,MentalP
Learning Disorders,Attention Deficit Disorder,1,MentalP
Performance,Wernicke-Korsakoff Syndrome,1,MentalP
Play,Ovarian Diseases,1,MentalP
Psychological inhibition,Secondary Parkinson Disease,1,MentalP
Formication,Neurotoxicity Syndromes,1,MentalP
Learning ability,Fragile X Syndrome,1,MentalP
psychological orientation,Bernard-Soulier Syndrome,1,MentalP
DEPRESSION MENTAL,Abuse dwarfism syndrome,1,MentalP
Binge Drinking,cortex bone disorders,1,MentalP
Indifferent mood,Impulse Control Disorders,1,MentalP
Reversal Learning,cortex bone disorders,1,MentalP
Intrinsic drive,Shy-Drager Syndrome,1,MentalP
Methamphetamine,Elimination Disorders,1,MentalP
Involvement with,Arteriopathic disease,1,MentalP
Intrinsic drive,Psychotic Disorders,1,MentalP
Hyperactive behavior,Cognition Disorders,1,MentalP
Perception,Hypertensive disease,1,MentalP
Depressed mood,Miosis (disorder),1,MentalP
Executive Function,Psychotic Disorders,1,MentalP
circadian behavior,Fragile X Syndrome,1,MentalP
Regression - mental defense mechanism,Hypertensive disease,1,MentalP
Light touch,Spinal Cord Diseases,1,MentalP
Behavior Therapy,Post-Traumatic Stress Disorder,1,MentalP
Vision,Parkinsonian Disorders,1,MentalP
Mood Disorders,Drug effect disorder,1,MentalP
Suck finding,Sensitization (disorder),1,MentalP
Mental concentration,Neonatal Abstinence Syndrome,1,MentalP
Uncertainty,Aicardi's syndrome,1,MentalP
Motivation,Alcohol withdrawal syndrome,1,MentalP
Performance,Timothy syndrome,1,MentalP
Achievement,Cerebrovascular Disorders,1,MentalP
Mental Retardation,Menkes Kinky Hair Syndrome,1,MentalP
Anxiety,Leigh Disease,1,MentalP
Behavioral Symptoms,Allan-Herndon-Dudley syndrome,1,MentalP
Like,Cyclical vomiting syndrome (disorder),1,MentalP
Hemorrhage,Communicable Diseases,1,MentalP
Genetic Risk,Psychotic Disorders,1,MentalP
Insight,Biotin deficiency disease,1,MentalP
Impaired cognition,Kallmann Syndrome,1,MentalP
Attribution,Schizoaffective Disorder,1,MentalP
Regression - mental defense mechanism,Disorder of pineal gland,1,MentalP
Discussion,Papillon-Lefevre Disease,1,MentalP
Insight,Guillain-Barre Syndrome,1,MentalP
Genetic Risk,Lysosomal Storage Diseases,1,MentalP
Sleep behavior finding,Lewy Body Disease,1,MentalP
Emotions,Ataxia as late effect of cerebrovascular disease,1,MentalP
Attachment behavior,Depressive disorder,1,MentalP
Gingivitis,Alzheimer's Disease,1,MentalP
Seizures,Neurocutaneous Syndromes,1,MentalP
Comprehension,Klinefelter Syndrome,1,MentalP
Anxiety,Sexually Transmitted Diseases,1,MentalP
Visit,Sleep Disorders,1,MentalP
Autistic Disorder,Migraine Disorders,1,MentalP
olfactory behavior,Renal glomerular disease,1,MentalP
Feeding Activity,Sequela of disorder,1,MentalP
Involvement with,Substance Withdrawal Syndrome,1,MentalP
Nausea,Parkinson Disease,1,MentalP
DEPRESSION MENTAL,Gastrointestinal Diseases,1,MentalP
Ethanol,Noonan Syndrome,1,MentalP
Sports,Disease Progression,1,MentalP
Wakefulness,Respiration Disorders,1,MentalP
Marijuana Abuse,Shwachman syndrome,1,MentalP
Relaxation,Parkinsonian Disorders,1,MentalP
memory process,Fetal Alcohol Syndrome,1,MentalP
Conditionings (Psychology),Liver diseases,1,MentalP
Alcoholic Intoxication, Chronic,Dysequilibrium syndrome,1,MentalP
Sets (Psychology),Virus Diseases,1,MentalP
Tinnitus,Pervasive Development Disorder,1,MentalP
Ethanol,Impulse Control Disorders,1,MentalP
Impaired social interaction,Disorders, Mental,1,MentalP
Sex Behavior,Dry Eye Syndromes,1,MentalP
Academic achievement,Bipolar Disorder,1,MentalP
DEPRESSION MENTAL,Anophthalmia Waardenburg syndrome,1,MentalP
Psychological inhibition,Chronic myeloproliferative disorder,1,MentalP
Focused attention,Inflammatory disorder,1,MentalP
Disputes,Pervasive Development Disorder,1,MentalP
Unipolar Depression,Schizophreniform Disorders,1,MentalP
Erectile dysfunction,Christ-Siemens-Touraine syndrome,1,MentalP
Seasonal Affective Disorder,cortex bone disorders,1,MentalP
Gilles de la Tourette syndrome,Child Mental Disorders,1,MentalP
Impulsive Behavior,Impulse Control Disorders,1,MentalP
Touch Perception,Adult Fanconi syndrome,1,MentalP
Feedback - evaluative response process,Alcohol withdrawal syndrome,1,MentalP
Consideration,Neoplastic disease,1,MentalP
Aggressive behavior,Dystonia Disorders,1,MentalP
Feelings,Brain Diseases,1,MentalP
Performance,Sudden infant death syndrome,1,MentalP
Erectile dysfunction,Adie Syndrome,1,MentalP
Psychological inhibition,Norrie disease,1,MentalP
Pain,Meconium Aspiration Syndrome,1,MentalP
Intrinsic drive,Sleep Disorders,1,MentalP
Hyposexuality state,Syndrome,1,MentalP
Avoidance,Stress Disorders, Traumatic,1,MentalP
Play,Phobic anxiety disorder,1,MentalP
smell perception,Renal tubular disorder,1,MentalP
Auditory pitch,Speech Disorders,1,MentalP
Stress, Psychological,Huntington Disease,1,MentalP
Suicidal behavior,Eating Disorders,1,MentalP
Intrinsic motivation,Parkinson Disease,1,MentalP
Aggressive behavior,Autonomic nervous system disorders,1,MentalP
Anxiety,Aicardi's syndrome,1,MentalP
Body Weight,Cerebrovascular Disorders,1,MentalP
Conversion disorder,Psychotic Disorders,1,MentalP
Comprehension,Tay-Sachs Disease,1,MentalP
Difficulty speaking,Angelman Syndrome,1,MentalP
Interested,Rett Syndrome,1,MentalP
Tracking,Camurati-Engelmann Syndrome,1,MentalP
Hyperactive behavior,Drug withdrawal syndrome,1,MentalP
Discrimination,Leigh Disease,1,MentalP
Activities of Daily Living,Neurotoxicity Syndromes,1,MentalP
Nervousness,McCune-Albright Syndrome,1,MentalP
Physical Contact,Diseases of inner ear,1,MentalP
Behaviorial Habits,Gilles de la Tourette syndrome,1,MentalP
Tinnitus,CNS disorder,1,MentalP
Delayed Puberty,Mitral Valve Prolapse Syndrome,1,MentalP
Avoidance Learning,Marfan Syndrome,1,MentalP
Hearing impairment,Mesulam Syndrome,1,MentalP
Mental association,Bardet-Biedl Syndrome,1,MentalP
Impaired cognition,Creutzfeldt-Jakob disease,1,MentalP
Behavioral change,Mesulam Syndrome,1,MentalP
Behavior,Pallister-Hall syndrome,1,MentalP
Bone Conduction,Diseases of inner ear,1,MentalP
On examination - apathetic,Anxiety Disorders,1,MentalP
Comprehension,Compulsive Personality Disorder,1,MentalP
Tracking,Stereotypic Movement Disorder,1,MentalP
Explicit memory,Functional disorder,1,MentalP
At risk for imbalanced body temperature,Hamartoma Syndrome, Multiple,1,MentalP
Seizures,Hemiplegia-hemiconvulsion-epilepsy syndrome,1,MentalP
Relaxation,Hirschsprung Disease,1,MentalP
Insight,Immunologic Deficiency Syndromes,1,MentalP
Memory impairment,Anophthalmia Waardenburg syndrome,1,MentalP
Hope,Delirium, Dementia, Amnestic, Cognitive Disorders,1,MentalP
Attribution,Christ-Siemens-Touraine syndrome,1,MentalP
Body Weight,Irritable Bowel Syndrome,1,MentalP
Visuospatial Ability,Mild cognitive disorder,1,MentalP
Behavior,Personality Disorders,1,MentalP
Drug Dependence,Gilles de la Tourette syndrome,1,MentalP
Like,Déjérine-Sottas disease (disorder),1,MentalP
Manic,Sjogren's Syndrome,1,MentalP
Body Weight,Cat-Scratch Disease,1,MentalP
Visual Fields,Rett Syndrome,1,MentalP
Projection Defense Mechanism,Ehlers-Danlos Syndrome,1,MentalP
Mediation,Obsessive-Compulsive Disorder,1,MentalP
Speech Disorders,Coffin-Siris syndrome,1,MentalP
Thinking, function,Huntington Disease,1,MentalP
Akinesia,Dystonia Disorders,1,MentalP
Cognition,Neuromuscular Diseases,1,MentalP
Behavior,Postural Orthostatic Tachycardia Syndrome,1,MentalP
Verbally abusive behavior,Depressive disorder,1,MentalP
Mental concentration,Motor Neuron Disease,1,MentalP
Emotions,Memory Disorders,1,MentalP
Mental association,Herpes zoster disease,1,MentalP
Reaching,Hashimoto Disease,1,MentalP
Unipolar Depression,Schizoaffective Disorder,1,MentalP
Like,Li-Fraumeni Syndrome,1,MentalP
Vision Disorders,Depressive disorder,1,MentalP
Powers (Psychology),Dyskinetic syndrome,1,MentalP
Choice Behavior,Depressive disorder,1,MentalP
social competition,Functional disorder,1,MentalP
smell perception,Hypoplastic enamel-onycholysis-hypohidrosis syndrome,1,MentalP
Depressed mood,Disorder nervous system,1,MentalP
Mutism,Deglutition Disorders,1,MentalP
Space Perception,Brain stem disorder,1,MentalP
sharing,Colonic Diseases,1,MentalP
Genetic Risk,Cyclothymic Disorder,1,MentalP
Physical activity,Feline urological syndrome,1,MentalP
Impaired cognition,Hypertrophic disorder of skin, unspecified,1,MentalP
Mental Fatigue,Alzheimer's Disease,1,MentalP
Insight,Rubinstein-Taybi Syndrome,1,MentalP
Persistence,Pancreatic Diseases,1,MentalP
Vocalization (finding),Prune Belly Syndrome,1,MentalP
Speech,Growth Disorders,1,MentalP
Speech and language disorder,cortex bone disorders,1,MentalP
open-field behavior,neuropathology disease,1,MentalP
Contrast Sensitivity,Attention deficit hyperactivity disorder,1,MentalP
Interview,Hypertensive disease,1,MentalP
Speech,Movement Disorders,1,MentalP
Hoarding,Bipolar Disorder,1,MentalP
Psychological inhibition,Temporomandibular Joint Dysfunction Syndrome,1,MentalP
Mental concentration,Idiopathic Hypereosinophilic Syndrome,1,MentalP
Fear,Nail-Patella Syndrome,1,MentalP
Behavior, Adaptive,Brain Diseases,1,MentalP
Educational Status,Attention deficit hyperactivity disorder,1,MentalP
Gilles de la Tourette syndrome,Peripheral Arterial Diseases,1,MentalP
Communication Response,Thrombocytopenia-Absent Radius Syndrome,1,MentalP
Discussion,Hereditary Diseases,1,MentalP
Seizures,Crohn Disease,1,MentalP
Regression - mental defense mechanism,Norrie disease,1,MentalP
Comprehension,Familial disease,1,MentalP
Visit,Functional disorder,1,MentalP
Social Adjustment,Shprintzen syndrome,1,MentalP
Stereotypic Movement Disorder,Pervasive Development Disorder,1,MentalP
Automobile Driving,Myeloproliferative Syndrome, Transient,1,MentalP
Delusions,Peripheral Arterial Diseases,1,MentalP
Repetitious behavior,Fragile X Syndrome,1,MentalP
Irritable Mood,Brain Diseases,1,MentalP
Comprehension,Hirschsprung Disease,1,MentalP
Bereavement (life event - finding),neuropathology disease,1,MentalP
Marijuana Abuse,Intervertebral disc disorder,1,MentalP
Coitus,Colonic Diseases,1,MentalP
Projection Defense Mechanism,CADASIL Syndrome,1,MentalP
impaired social functioning,Depressive disorder,1,MentalP
Memory,Vasodilation disorder,1,MentalP
Resting state,Melkersson-Rosenthal Syndrome,1,MentalP
Social Interaction,Psychotic Disorders,1,MentalP
C,Sensitization (disorder),1,MentalP
Projection Defense Mechanism,Hashimoto Disease,1,MentalP
Ethanol,Jet Lag Syndrome,1,MentalP
Experience,Sexually Transmitted Diseases,1,MentalP
Indifferent mood,Mood Disorders,1,MentalP
Contrast Sensitivity,Parkinson Disease,1,MentalP
Hallucinations, Auditory,Somatic delusion disorder,1,MentalP
Thinking, function,Pervasive Development Disorder,1,MentalP
Reaction Time,Chronic myeloproliferative disorder,1,MentalP
Ethanol,Kartagener Syndrome,1,MentalP
Exploratory Behavior,Disease Progression,1,MentalP
Smoking,Mild cognitive disorder,1,MentalP
DEPRESSION MENTAL,Autoimmune Diseases,1,MentalP
competition,Van der Woude syndrome,1,MentalP
Social isolation,Renal glomerular disease,1,MentalP
Behavior,Wolfram Syndrome,1,MentalP
Social Behavior,Immune System Diseases,1,MentalP
Anxiety,Schizophreniform Disorders,1,MentalP
Stress,Christ-Siemens-Touraine syndrome,1,MentalP
Physical activity,Basal Ganglia Diseases,1,MentalP
Physical Contact,Down Syndrome,1,MentalP
Reading,neuropathology disease,1,MentalP
Cocaine,Hashimoto Disease,1,MentalP
Mental association,Neurotic Disorders,1,MentalP
Cheilophagia,Dystonia Disorders,1,MentalP
Behaviorial Habits,Disorder nervous system,1,MentalP
Cigarette smoking behavior,Disorders, Mental,1,MentalP
Body Weight,Malabsorption Syndrome,1,MentalP
Self Stimulation,Sweet Syndrome,1,MentalP
Visual Fields,Huntington Disease,1,MentalP
Hyperactive behavior,Congenital ocular coloboma (disorder),1,MentalP
Physical Contact,Milroy Disease,1,MentalP
Powers (Psychology),Mood Disorders,1,MentalP
Communication Response,Menkes Kinky Hair Syndrome,1,MentalP
Mental concentration,Peripheral Arterial Diseases,1,MentalP
Seizures,Virus Diseases,1,MentalP
Emotions,Alpers' Disease,1,MentalP
Cognitive Reserve,Disorder nervous system,1,MentalP
Maternal Behavior,Disease of thymus gland,1,MentalP
Social Skills,Autistic Disorder,1,MentalP
Smoker,Bipolar Disorder,1,MentalP
Above average intellect,Liver diseases,1,MentalP
Comprehension,Borjeson-Forssman-Lehmann syndrome,1,MentalP
psychomotor behavior,Functional disorder,1,MentalP
Like,Drug effect disorder,1,MentalP
Problem Solving,Recurrent disease,1,MentalP
Bradykinesia,motor disorder,1,MentalP
At risk for activity intolerance,Disease of diaphragm,1,MentalP
Like,Cornelia De Lange Syndrome,1,MentalP
Severe cognitive impairment,Mood Disorders,1,MentalP
Wakefulness,Motor Neuron Disease,1,MentalP
Mental association,Oropharyngeal disorders,1,MentalP
Factors, Risk,Pick Disease of the Brain,1,MentalP
Fear,Rabies (disorder),1,MentalP
Relative Risk,cortex bone disorders,1,MentalP
Depression, Bipolar,Cognition Disorders,1,MentalP
Communication Response,Adams Oliver syndrome,1,MentalP
Perception,Testicular Diseases,1,MentalP
Psychological suppression,Endocrine System Diseases,1,MentalP
Intrinsic drive,Respiratory Distress Syndrome, Adult,1,MentalP
Motor retardation,Celiac Disease,1,MentalP
Running,Syndrome,1,MentalP
Fasting,Stereotypic Movement Disorder,1,MentalP
Disputes,Drug withdrawal syndrome,1,MentalP
Seizures,Inflammatory disorder,1,MentalP
Interview,Disease Progression,1,MentalP
Behavior,Leptocephaly (disorder),1,MentalP
Ecstatic,Syndrome,1,MentalP
Fasting,Hypertensive disease,1,MentalP
Fatigue,Pituitary-dependent Cushing's disease,1,MentalP
Travel,Leigh Disease,1,MentalP
Stereotyped Behavior,Spinal Cord Diseases,1,MentalP
Self-care interventions,Depressive disorder,1,MentalP
Resistance to change,Pervasive Development Disorder,1,MentalP
Sensory Process,Depressive disorder,1,MentalP
Tremor,Sexually Transmitted Diseases,1,MentalP
Steady,Syndrome,1,MentalP
Communication,Disease of thymus gland,1,MentalP
Attribution,Alstrom Syndrome,1,MentalP
Non-smoker,Dyskinetic syndrome,1,MentalP
Catalepsy,Psychotic Disorders,1,MentalP
Intelligence,cortex bone disorders,1,MentalP
Depressed mood,Mobius Syndrome,1,MentalP
DEPRESSION MENTAL,Fetal Alcohol Syndrome,1,MentalP
Mental association,Disease of thymus gland,1,MentalP
Uncertainty,Hypothalamic Diseases,1,MentalP
Performance,Melkersson-Rosenthal Syndrome,1,MentalP
Mental Retardation,Cri-du-Chat Syndrome,1,MentalP
Sleep Deprivation,Tay-Sachs Disease,1,MentalP
Recognition (Psychology),Oculorespiratory syndrome,1,MentalP
Addictive Behavior,Post-Traumatic Stress Disorder,1,MentalP
Resting state,Huntington Disease,1,MentalP
Genetic Risk,Down Syndrome,1,MentalP
At risk for imbalanced body temperature,Myeloproliferative Syndrome, Transient,1,MentalP
Consideration,Rheumatic Heart Disease,1,MentalP
Panic,Autism Spectrum Disorders,1,MentalP
Methamphetamine,Attention deficit hyperactivity disorder,1,MentalP
Seasonal Affective Disorder,DISORDERS OF THE OPTIC NERVE,1,MentalP
Memory, Long-Term,Disease Progression,1,MentalP
Perseveration,Marfan Syndrome,1,MentalP
Hyperactive behavior,Machado-Joseph Disease,1,MentalP
Depressed mood,Degenerative disorder,1,MentalP
Nervousness,Pancreatic Diseases,1,MentalP
Methamphetamine,Vascular Diseases,1,MentalP
Visual learning,Melkersson-Rosenthal Syndrome,1,MentalP
Psychological suppression,Metabolic Syndrome X,1,MentalP
Hearing normal,Degenerative disorder,1,MentalP
Polydipsia,Obsessive-Compulsive Disorder,1,MentalP
Speech Disorders,Sensory Disorders,1,MentalP
Availability of,Spastic syndrome,1,MentalP
Behavioral change,Meningeal disorder,1,MentalP
contagion,neuropathology disease,1,MentalP
Hearing,Virus Diseases,1,MentalP
Insight,Compulsive Personality Disorder,1,MentalP
Alcoholics,Bipolar Disorder,1,MentalP
Threshold of hearing,Acute infectious disease,1,MentalP
Sets (Psychology),Sweet Syndrome,1,MentalP
Mental Suffering,Parkinson Disease,1,MentalP
Avoidance behavior,Syndrome, Bloch-Sulzberger,1,MentalP
Forgetful,Major Depressive Disorder,1,MentalP
Sleep,Familial Atypical Mole Melanoma Syndrome,1,MentalP
Intelligence,Depressive disorder,1,MentalP
Cocaine,Rabies (disorder),1,MentalP
Sex Behavior,Antiphospholipid Syndrome,1,MentalP
Practices (Psychology),Sudden infant death syndrome,1,MentalP
Physical Contact,Syndrome,1,MentalP
Attention,Thyroid Diseases,1,MentalP
Availability of,Lysosomal Storage Diseases,1,MentalP
Spatial Memory,Metabolic Syndrome X,1,MentalP
Finding of blood glucose level,Neurotoxicity Syndromes,1,MentalP
Tension,Motor Neuron Disease,1,MentalP
Involvement with,Organic mood disorder,1,MentalP
Panic Attacks,Separation Anxiety Disorder,1,MentalP
Memory,CADASIL Syndrome,1,MentalP
Behavioral change,Thrombocytopenia-Absent Radius Syndrome,1,MentalP
Projection Defense Mechanism,Acquired Immunodeficiency Syndrome,1,MentalP
Deafness,Deglutition Disorders,1,MentalP
Decreased stress,Recurrent disease,1,MentalP
Vision,Sensory Disorders,1,MentalP
Overactivity,Irritable Bowel Syndrome,1,MentalP
Speech Perception,Speech Disorders,1,MentalP
Behavioral change,Thyroid Diseases,1,MentalP
Physical activity,Oropharyngeal disorders,1,MentalP
Projection Defense Mechanism,Lennox-Gastaut syndrome,1,MentalP
Contrast Sensitivity,DISORDERS OF THE OPTIC NERVE,1,MentalP
Involvement with,Cranial Nerve Diseases,1,MentalP
Memory, Short-Term,Fragile X Tremor Ataxia Syndrome,1,MentalP
Nausea,Deglutition Disorders,1,MentalP
Performance,Lafora Disease,1,MentalP
High risk of,Attention Deficit Disorder,1,MentalP
Depressed mood,Dream disorder,1,MentalP
Crying,Disease Progression,1,MentalP
Muscle hypotonia,Lysosomal Storage Diseases,1,MentalP
Psychological Transfer,Rheumatic Heart Disease,1,MentalP
Cognitive information processing,Denys-Drash Syndrome,1,MentalP
At risk for activity intolerance,Hamartoma Syndrome, Multiple,1,MentalP
Depressive Symptoms,Tay-Sachs Disease,1,MentalP
Drug abuse,Chronic disease of respiratory system,1,MentalP
Discrimination,Pigment dispersion syndrome (disorder),1,MentalP
Stress,Testicular Diseases,1,MentalP
Intrinsic drive,Migraine Disorders,1,MentalP
Delay Discounting,Attention deficit hyperactivity disorder,1,MentalP
behavioral response to cocaine,Sensitization (disorder),1,MentalP
Anxiety,General Adaptation Syndrome,1,MentalP
Stress,Ovarian Diseases,1,MentalP
Fetal Alcohol Syndrome,Disease Progression,1,MentalP
Practices (Psychology),Migraine Disorders,1,MentalP
Alcoholics,neuropathology disease,1,MentalP
Speech,Lung Diseases, Interstitial,1,MentalP
Conscious,Phobic anxiety disorder,1,MentalP
Grandiose delusions,Somatic delusion disorder,1,MentalP
Erectile dysfunction,bilateral carpal tunnel syndrome,1,MentalP
Attention,motor disorder,1,MentalP
Consensus,Huntington Disease,1,MentalP
Comprehension,Mesulam Syndrome,1,MentalP
Alcoholic Intoxication, Chronic,Hodgkin Disease,1,MentalP
High risk of,Immunologic Deficiency Syndromes,1,MentalP
Fear,Seasonal Affective Disorder,1,MentalP
Behavior,Metabolic Syndrome X,1,MentalP
Maze Learning,Attention Deficit Disorder,1,MentalP
Sex Behavior,Pituitary-dependent Cushing's disease,1,MentalP
Cognition,Cushing Syndrome,1,MentalP
conditioned taste aversion,Immunologic Deficiency Syndromes,1,MentalP
Sex Behavior,Moyamoya Disease,1,MentalP
Severe mental retardation (I.Q. 20-34),Rett Syndrome,1,MentalP
Confidence,Disorder nervous system,1,MentalP
Delirium,CNS disorder,1,MentalP
Social Role,Other affective disorders,1,MentalP
Alcoholic Intoxication,Alcohol withdrawal syndrome,1,MentalP
Reaching,CNS disorder,1,MentalP
Appetitive Behavior,Learning Disorders,1,MentalP
Emotional Strain,Klein's Syndrome,1,MentalP
Body Image,Phobic anxiety disorder,1,MentalP
Cessation of smoking,Syndrome, Bloch-Sulzberger,1,MentalP
Psychological inhibition,Phobic anxiety disorder,1,MentalP
Sensory Feedback,Adult Fanconi syndrome,1,MentalP
Learning Disorders,Developmental reading disorder,1,MentalP
Protective Factors,Neurotoxicity Syndromes,1,MentalP
Feedback - system communication,Obsessive-Compulsive Disorder,1,MentalP
Social Role,Dysequilibrium syndrome,1,MentalP
Coitus,Acquired Immunodeficiency Syndrome,1,MentalP
Seasonal Affective Disorder,Disease Progression,1,MentalP
Learning ability,Depressive disorder,1,MentalP
Euphoric mood,Depressive disorder,1,MentalP
Substance Abuse Problems,Disease Progression,1,MentalP
Biofeedback,Pervasive Development Disorder,1,MentalP
Interview,Maple Syrup Urine Disease,1,MentalP
Availability of,Generalized glycogen storage disease of infants,1,MentalP
Worried,Generalized Anxiety Disorder,1,MentalP
Seizures,Alagille Syndrome,1,MentalP
Polydipsia,Inappropriate ADH Syndrome,1,MentalP
Feedback - evaluative response process,Klinefelter Syndrome,1,MentalP
Comprehension,Gardner Syndrome,1,MentalP
Retrieval of memory,Autism Spectrum Disorders,1,MentalP
DEPRESSION MENTAL,Premenstrual Dysphoric Disorder,1,MentalP
Disgusted,Neurodevelopmental disorder,1,MentalP
Sleep behavior finding,Bipolar Disorder,1,MentalP
Memory impairment,Movement Disorders,1,MentalP
Psychological inhibition,Janiceps (disorder),1,MentalP
Smoking Behavior,Disorder of eye,1,MentalP
Behavior, Animal,Pervasive Development Disorder,1,MentalP
Discussion,Fetal Alcohol Syndrome,1,MentalP
Cheilophagia,Movement Disorders,1,MentalP
Suicide attempt,Mood Disorders,1,MentalP
Avoidance Learning,Syndrome, Bloch-Sulzberger,1,MentalP
Cognitive Flexibility,Delirium, Dementia, Amnestic, Cognitive Disorders,1,MentalP
Intrinsic drive,Binge eating disorder,1,MentalP
proboscis extension reflex,Sensitization (disorder),1,MentalP
Projection Defense Mechanism,Arteriopathic disease,1,MentalP
Gustatory Perception,Pancreatic Diseases,1,MentalP
Depressive Symptoms,Premenstrual Dysphoric Disorder,1,MentalP
Paralysed,Zika virus disease (disorder),1,MentalP
Health Services Accessibility,Cardiovascular Diseases,1,MentalP
Executive Function,Lewy Body Disease,1,MentalP
Choice Behavior,Motor Neuron Disease,1,MentalP
Rejections (Psychology),Spinal Cord Diseases,1,MentalP
Vision,Charcot-Marie-Tooth Disease,1,MentalP
Hearing impairment,Tietz syndrome,1,MentalP
Alcohol abuse,Attention Deficit Disorder,1,MentalP
Behaviors, Feeding,Muckle-Wells Syndrome,1,MentalP
Like,Ehlers-Danlos Syndrome,1,MentalP
sharing,Metabolic Syndrome X,1,MentalP
Emotional states,Alzheimer's Disease,1,MentalP
Aggressive behavior,Rabies (disorder),1,MentalP
taste perception,Sweet Syndrome,1,MentalP
Persistence,CNS disorder,1,MentalP
Attribution,Niemann-Pick Disease, Type C,1,MentalP
Memory impairment,Degenerative brain disorder,1,MentalP
Awareness,Rare Diseases,1,MentalP
psychological orientation,Skin endocrine disorder,1,MentalP
Absence of pain sensation,Mixed anxiety and depressive disorder,1,MentalP
Abnormal behavior,CNS disorder,1,MentalP
Delayed Puberty,Ataxia as late effect of cerebrovascular disease,1,MentalP
High risk of,Conduct Disorder,1,MentalP
unresponsive behavior,Neurodegenerative Disorders,1,MentalP
Rejections (Psychology),Neurodevelopmental disorder,1,MentalP
Factors, Risk,Mixed anxiety and depressive disorder,1,MentalP
Feedback - system communication,Timothy syndrome,1,MentalP
Confusion,Dyskinetic syndrome,1,MentalP
Like,Menkes Kinky Hair Syndrome,1,MentalP
Transsexual (finding),Pituitary Diseases,1,MentalP
impression,Autoimmune Diseases,1,MentalP
Mental Retardation,Niemann-Pick Disease, Type C,1,MentalP
Visual behavior,Autistic Disorder,1,MentalP
Play,Attention deficit hyperactivity disorder,1,MentalP
Preschool,Autism Spectrum Disorders,1,MentalP
Impaired cognition,Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type,1,MentalP
Involvement with,Gerstmann-Straussler-Scheinker Disease,1,MentalP
Sleep Deprivation,Cat-Scratch Disease,1,MentalP
Hearing impairment,Meniere Disease,1,MentalP
Success,Vasodilation disorder,1,MentalP
Discrimination,Neurotoxicity Syndromes,1,MentalP
Success,Auditory neuropathy spectrum disorder,1,MentalP
Social Dominance,Hamartoma Syndrome, Multiple,1,MentalP
Communication,Van der Woude syndrome,1,MentalP
Success,Stiff-Person Syndrome,1,MentalP
Toothbrushing,Meningeal disorder,1,MentalP
Resting state,Parkinsonian Disorders,1,MentalP
Mental association,Asymptomatic cerebrovascular disease,1,MentalP
Decision Making,Spinal Cord Diseases,1,MentalP
Seizures,Behavioral syndrome associated with physiological disturbance and physical factors,1,MentalP
Delayed Puberty,Kallmann Syndrome 1,1,MentalP
Psychological inhibition,Gerstmann-Straussler-Scheinker Disease,1,MentalP
Neural hearing loss,Deglutition Disorders,1,MentalP
taste perception,Glucose Metabolism Disorders,1,MentalP
Bradyphrenia,Depressive disorder,1,MentalP
DEPRESSION MENTAL,Middle East Respiratory Syndrome,1,MentalP
Sleep,Disorder of pineal gland,1,MentalP
Detection, Signal (Psychology),Gardner Syndrome,1,MentalP
Impaired cognition,Little's Disease,1,MentalP
Post-anoxic coma,Functional disorder,1,MentalP
Deafness,Mitochondrial Diseases,1,MentalP
Reduced concentration span,Functional disorder,1,MentalP
Thinking, function,neuropathology disease,1,MentalP
Play,Cognition Disorders,1,MentalP
Psychological Transfer,Rabies (disorder),1,MentalP
Communication Response,Cushing Syndrome,1,MentalP
Drug abuser,Acquired Immunodeficiency Syndrome,1,MentalP
Coitus,Pituitary-dependent Cushing's disease,1,MentalP
Heroin,neuropathology disease,1,MentalP
Nightmares,Stress Disorders, Traumatic,1,MentalP
DEPRESSION MENTAL,Psychomotor Disorders,1,MentalP
Memory,Coffin-Siris syndrome,1,MentalP
Academic achievement,Attention deficit hyperactivity disorder,1,MentalP
Hemorrhage,Down Syndrome,1,MentalP
Cigarette smoking behavior,Vascular Diseases,1,MentalP
Eating,Neurotoxicity Syndromes,1,MentalP
Success,Idiopathic disease,1,MentalP
Climbing,Stereotypic Movement Disorder,1,MentalP
Alcoholic Intoxication,Creutzfeldt-Jakob disease,1,MentalP
Social Facilitation,Mobius Syndrome,1,MentalP
Crying,Pituitary Diseases,1,MentalP
Bruxism,Dyskinetic syndrome,1,MentalP
Social isolation,Pervasive Development Disorder,1,MentalP
Acute onset pain,Chronic pain syndrome,1,MentalP
Food Consumption,Van der Woude syndrome,1,MentalP
Emotions,Adrenal Cushing's syndrome,1,MentalP
Coitus,Fabry Disease,1,MentalP
Temperamental,Disorders, Mental,1,MentalP
Behavior,Auditory Perceptual Disorders,1,MentalP
Mental concentration,Fetal Alcohol Syndrome,1,MentalP
Methamphetamine,Leptocephaly (disorder),1,MentalP
Empathy,cortex bone disorders,1,MentalP
Predatory Behavior,Depressive disorder,1,MentalP
Social Cognition,Disorder nervous system,1,MentalP
Ethanol,Lung diseases,1,MentalP
