concept,disease,appearTimes,conceptClass
VPS35 Gene,neuropathology disease,2,Gene
SLCO2B1 wt Allele,Retinal Diseases,2,Gene
SDHB wt Allele,Ataxia as late effect of cerebrovascular disease,2,Gene
TNFRSF1B wt Allele,Diseases of inner ear,2,Gene
FKRP gene,Retinal Diseases,2,Gene
FST wt Allele,Autistic Disorder,2,Gene
CD68 Gene,Pervasive Development Disorder,2,Gene
TNFRSF1B wt Allele,Greig cephalopolysyndactyly syndrome,2,Gene
POMC wt Allele,Fragile X Syndrome,2,Gene
ESR1 wt Allele,Huntington Disease,2,Gene
BAIAP2 wt Allele,Attention Deficit Disorder,2,Gene
AMACR wt Allele,Neurodegenerative Disorders,2,Gene
IL10 Gene,Down Syndrome,2,Gene
Toll-Like Receptor Family Gene,Functional disorder,2,Gene
STAT3 Gene,Hyper-Immunoglobulin E Syndrome, Autosomal Dominant,2,Gene
Chloramphenicol O-Acetyltransferase,Timothy syndrome,2,Gene
RASA1 wt Allele,Shy-Drager Syndrome,2,Gene
CD38 wt Allele,Renal glomerular disease,2,Gene
TLR2 Gene,Van der Woude syndrome,2,Gene
FYN Gene,Van der Woude syndrome,2,Gene
C3 Gene,Depressive disorder,2,Gene
PAGR1 wt Allele,Syndrome,2,Gene
CDKN2A gene,Neurotoxicity Syndromes,2,Gene
IFNAR1 wt Allele,Hyposmolality syndrome,2,Gene
Retinoic Acid Response Element,Sensorineural hearing loss (disorder),2,Gene
OXT wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
CSMD1 Gene,Bipolar Disorder,2,Gene
ENG wt Allele,Renal glomerular disease,2,Gene
CD8B wt Allele,Autoimmune Diseases,2,Gene
PGR Gene,Disorder of pineal gland,2,Gene
UCHL1 wt Allele,Parkinson Disease,2,Gene
NFE2L2 Gene,Neurotoxicity Syndromes,2,Gene
HDAC9 wt Allele,Alzheimer's Disease,2,Gene
IL12A wt Allele,Disease Progression,2,Gene
PGR wt Allele,Werner Syndrome,2,Gene
SLC12A2 Gene,Down Syndrome,2,Gene
ROCK1 Gene,Depressive disorder,2,Gene
HTR3A wt Allele,Spinal Cord Diseases,2,Gene
Alleles,Niemann-Pick Disease, Type C,2,Gene
TXNRD1 wt Allele,Noonan Syndrome,2,Gene
MAPT wt Allele,Arterial Tortuosity Syndrome,2,Gene
BDNF Gene,Hashimoto Disease,2,Gene
VEGFA Gene,Restless Legs Syndrome,2,Gene
FAT wt Allele,Metabolic Diseases,2,Gene
SHANK3 Gene,Rett Syndrome,2,Gene
UCP1 wt Allele,McCune-Albright Syndrome,2,Gene
KNG1 wt Allele,Alzheimer's Disease,2,Gene
DHPS wt Allele,Lewy Body Disease,2,Gene
LRRK2 gene,Delirium, Dementia, Amnestic, Cognitive Disorders,2,Gene
Wild Type,Testicular Diseases,2,Gene
CD69 wt Allele,Burnett Schwartz Berberian syndrome,2,Gene
PTCH1 Gene,Spinal Cord Diseases,2,Gene
UBE3A wt Allele,Angelman Syndrome,2,Gene
MME Gene,cortex bone disorders,2,Gene
Philadelphia Chromosome,Chronic Obstructive Airway Disease,2,Gene
CX3CL1 Gene,Communicable Diseases,2,Gene
PKLR gene,Neurotoxicity Syndromes,2,Gene
GBA2 Gene,Gaucher Disease,2,Gene
GOT1 Gene,Alzheimer's Disease,2,Gene
ACE2 Gene,Hypertensive disease,2,Gene
SH2D3C Gene,Spinal Cord Diseases,2,Gene
IL8RA wt Allele,Autistic Disorder,2,Gene
SH2B1 wt Allele,Neurotoxicity Syndromes,2,Gene
ENG wt Allele,Neuromuscular Diseases,2,Gene
CHKA wt Allele,cortex bone disorders,2,Gene
FST wt Allele,Prune Belly Syndrome,2,Gene
SCTR wt Allele,Sweet Syndrome,2,Gene
CD69 wt Allele,Diseases of inner ear,2,Gene
Retinoic Acid Response Element,Cognition Disorders,2,Gene
CDKN1A wt Allele,Retinal Diseases,2,Gene
SST Gene,Disorders, Mental,2,Gene
INS gene,Hypertensive disease,2,Gene
JTB wt Allele,Neurodegenerative Disorders,2,Gene
c-fos Genes,Neurotoxicity Syndromes,2,Gene
RBFOX1 wt Allele,Autism Spectrum Disorders,2,Gene
IFNAR1 Gene,Major Depressive Disorder,2,Gene
CLU Gene,neuropathology disease,2,Gene
Long Interspersed Element,Zika virus disease (disorder),2,Gene
PRNP gene,Syndrome,2,Gene
IGFBP2 wt Allele,cortex bone disorders,2,Gene
PITX2 wt Allele,Migraine Disorders,2,Gene
TCF4 Gene,Autistic Disorder,2,Gene
FMR1 gene,Depressive disorder,2,Gene
FGF2 wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
DPYD wt Allele,Romano-Ward Syndrome,2,Gene
BDNF Gene,Van der Woude syndrome,2,Gene
Tumor Necrosis Factor-alpha,CNS disorder,2,Gene
AMPH Gene,Stiff-Person Syndrome,2,Gene
RGS4 Gene,Functional disorder,2,Gene
FAT wt Allele,Neurodegenerative Disorders,2,Gene
CA9 Gene,Diseases of inner ear,2,Gene
PGR wt Allele,cortex bone disorders,2,Gene
SFN Gene,Alzheimer's Disease,2,Gene
NLRP3 wt Allele,Parkinson Disease,2,Gene
PITX2 wt Allele,Alzheimer's Disease,2,Gene
CCL5 Gene,Neurotoxicity Syndromes,2,Gene
S100A6 wt Allele,Parkinson Disease,2,Gene
BACE1 Gene,Van der Woude syndrome,2,Gene
CP Gene,Down Syndrome,2,Gene
EPO wt Allele,cortex bone disorders,2,Gene
UBQLN2 Gene,Spinal Cord Diseases,2,Gene
TH gene,Recurrent disease,2,Gene
POSTN wt Allele,Shwachman syndrome,2,Gene
Genes,Jacobsen Distal 11q Deletion Syndrome,2,Gene
CREB1 wt Allele,Major Depressive Disorder,2,Gene
CSF1 wt Allele,Van der Woude syndrome,2,Gene
AMD1 Gene,Functional disorder,2,Gene
GAST wt Allele,Pituitary Diseases,2,Gene
INSR Gene,Functional disorder,2,Gene
POSTN wt Allele,Functional disorder,2,Gene
YBX1 Gene,CHARGE Syndrome,2,Gene
EPO Gene,Neurodegenerative Disorders,2,Gene
TNFRSF11A Gene,Pituitary Diseases,2,Gene
TBX4 wt Allele,Hypertensive disease,2,Gene
DNMT1 wt Allele,Alzheimer's Disease,2,Gene
Plasmids,Mobius Syndrome,2,Gene
HSPA5 wt Allele,Neurotoxicity Syndromes,2,Gene
SLC19A1 wt Allele,Syndrome,2,Gene
POLR2A wt Allele,Alzheimer's Disease,2,Gene
ROCK1 Gene,Alzheimer's Disease,2,Gene
MDK Gene,Alzheimer's Disease,2,Gene
DMD gene,Cognition Disorders,2,Gene
Genes,Recurrent disease,2,Gene
AGT Gene,Meningeal disorder,2,Gene
GC wt Allele,Pituitary Diseases,2,Gene
GYPA Gene,Depressive disorder,2,Gene
GRM1 wt Allele,Neurotoxicity Syndromes,2,Gene
Haploinsufficiency,Turner Syndrome,2,Gene
MET Gene,Rett Syndrome,2,Gene
CXADR Gene,cortex bone disorders,2,Gene
TNFRSF1B wt Allele,Chimera (disorder),2,Gene
MPO Gene,cortex bone disorders,2,Gene
LRRK2 gene,Mucocutaneous Lymph Node Syndrome,2,Gene
NR3C1 wt Allele,Post-Traumatic Stress Disorder,2,Gene
RPS14 wt Allele,Parkinson Disease,2,Gene
PROC wt Allele,Inclusion body myositis (disorder),2,Gene
CLU Gene,Spinal Cord Diseases,2,Gene
NEUROG1 wt Allele,Mowat-Wilson syndrome,2,Gene
FOXO3 Gene,Huntington Disease,2,Gene
ENG wt Allele,Neurodevelopmental disorder,2,Gene
NUMB Gene,cortex bone disorders,2,Gene
APLN Gene,Hypertensive disease,2,Gene
NBN Gene,Syndrome,2,Gene
Wild Type,Pyruvate Dehydrogenase Complex Deficiency Disease,2,Gene
PADI4 Gene,Testicular Diseases,2,Gene
DRD2 wt Allele,Psychotic Disorders,2,Gene
NFIC wt Allele,Down Syndrome,2,Gene
ATM gene,Immunologic Deficiency Syndromes,2,Gene
F2R wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
BDNF Gene,Bipolar Disorder,2,Gene
KHDRBS1 wt Allele,Norrie disease,2,Gene
PMP22 gene,Charcot-Marie-Tooth disease, type IA (disorder),2,Gene
CYP3A4 wt Allele,Liver diseases,2,Gene
GNRH1 Gene,Renal glomerular disease,2,Gene
PPARA Gene,Parkinsonian Disorders,2,Gene
ATP8A2 wt Allele,Gardner Syndrome,2,Gene
MAPK3 wt Allele,Sensitization (disorder),2,Gene
CD2 Gene,Lennox-Gastaut syndrome,2,Gene
PRNP gene,Shy-Drager Syndrome,2,Gene
PSEN1 gene,Prune Belly Syndrome,2,Gene
Wild Type,Lung diseases,2,Gene
TNFAIP1 Gene,cortex bone disorders,2,Gene
MTR wt Allele,Williams Syndrome,2,Gene
GRM1 Gene,Neurotoxicity Syndromes,2,Gene
SH3PXD2A wt Allele,Disease Progression,2,Gene
PLAT Gene,Functional disorder,2,Gene
ABL2 Gene,Neurotoxicity Syndromes,2,Gene
STAT3 Gene,Van der Woude syndrome,2,Gene
SQSTM1 Gene,Prune Belly Syndrome,2,Gene
RASA1 Gene,Brain Diseases,2,Gene
HDAC3 Gene,Functional disorder,2,Gene
Homozygote,DISORDERS OF THE OPTIC NERVE,2,Gene
KDM1A wt Allele,cortex bone disorders,2,Gene
SLC25A4 wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
CDKN2A gene,Functional disorder,2,Gene
COL4A5 wt Allele,Spinal Cord Diseases,2,Gene
SLC22A2 Gene,Depressive disorder,2,Gene
HP wt Allele,Bipolar Disorder,2,Gene
ASCL1 Gene,Idiopathic Hypereosinophilic Syndrome,2,Gene
SCTR wt Allele,Hemorrhagic Fever with Renal Syndrome,2,Gene
FAT wt Allele,Hamartoma Syndrome, Multiple,2,Gene
IGF1 wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
COL4A5 wt Allele,cortex bone disorders,2,Gene
FOXP3 Gene,Spinal Cord Diseases,2,Gene
DRD2 Gene,Disorders, Mental,2,Gene
G6PC gene,Liver diseases,2,Gene
POSTN wt Allele,Depressive disorder,2,Gene
PROC Gene,Syndrome,2,Gene
RB1 wt Allele,Disease Progression,2,Gene
ADA Gene,Disease Progression,2,Gene
L1CAM wt Allele,Disorder nervous system,2,Gene
DES Gene,Functional disorder,2,Gene
Genome,CNS disorder,2,Gene
MMP9 Gene,Syndrome,2,Gene
IDS wt Allele,Functional disorder,2,Gene
MAP Kinase Gene,Pelizaeus-Merzbacher Disease,2,Gene
RELN Gene,Liver diseases,2,Gene
VEGFA wt Allele,Autism Spectrum Disorders,2,Gene
AKT1S1 wt Allele,Ataxia as late effect of cerebrovascular disease,2,Gene
NRCAM Gene,Disorder nervous system,2,Gene
LITAF gene,Disorders, Mental,2,Gene
TH gene,Dystonia Disorders,2,Gene
Wild Type,Renal glomerular disease,2,Gene
RPS6KA5 Gene,Functional disorder,2,Gene
PGR wt Allele,Sweet Syndrome,2,Gene
ARTN Gene,Liver diseases,2,Gene
SQSTM1 Gene,Syndrome,2,Gene
Genotype,Panic Disorder,2,Gene
KISS1 Gene,Mitral Valve Prolapse Syndrome,2,Gene
HP Gene,Disorder nervous system,2,Gene
HPR wt Allele,Peripheral Arterial Diseases,2,Gene
CTSB wt Allele,Alzheimer's Disease,2,Gene
NTRK3 Gene,Dyskinetic syndrome,2,Gene
CRH wt Allele,Sensitization (disorder),2,Gene
LMNA wt Allele,Coffin-Siris syndrome,2,Gene
TH gene,Metabolic Diseases,2,Gene
TNFRSF1B wt Allele,Niemann-Pick Disease, Type C,2,Gene
Genes,Nicolaides Baraitser syndrome,2,Gene
ATP7A gene,Neurotoxicity Syndromes,2,Gene
NLRP3 Gene,Gardner Syndrome,2,Gene
CCL28 wt Allele,Anophthalmia Waardenburg syndrome,2,Gene
APP wt Allele,Parkinson Disease,2,Gene
Genes,Mannosidase Deficiency Diseases,2,Gene
BECN1 Gene,Spinal Cord Diseases,2,Gene
FOS Gene,Huntington Disease,2,Gene
GHRL Gene,Neurotoxicity Syndromes,2,Gene
FAM49B wt Allele,Functional disorder,2,Gene
AR wt Allele,Liver diseases,2,Gene
GLS2 Gene,Disease Progression,2,Gene
Enhancer of transcription,Disease Progression,2,Gene
HP wt Allele,Mild cognitive disorder,2,Gene
MAPK1 wt Allele,Disease Progression,2,Gene
FGF2 Gene,Disease Progression,2,Gene
CDK5 Gene,Parkinson Disease,2,Gene
ANG Gene,Alzheimer's Disease,2,Gene
ANG Gene,Bloom Syndrome,2,Gene
IGF1R wt Allele,Bipolar Disorder,2,Gene
CYP27A1 wt Allele,Neurotoxicity Syndromes,2,Gene
TWIST1 wt Allele,Parkinson Disease,2,Gene
HNRNPA2B1 wt Allele,Alzheimer's Disease,2,Gene
CDR1 wt Allele,Mild cognitive disorder,2,Gene
MAP1LC3A Gene,Myeloproliferative Syndrome, Transient,2,Gene
PROC wt Allele,Neurodevelopmental disorder,2,Gene
SDHA wt Allele,Functional disorder,2,Gene
GRM5 Gene,Disorder nervous system,2,Gene
ITGB3 wt Allele,cortex bone disorders,2,Gene
BRCA2 wt Allele,Gardner Syndrome,2,Gene
Toll-Like Receptor Family Gene,Virus Diseases,2,Gene
GFAP gene,Delirium, Dementia, Amnestic, Cognitive Disorders,2,Gene
POSTN Gene,Pervasive Development Disorder,2,Gene
TBX4 wt Allele,Alzheimer's Disease,2,Gene
IL1RAPL1 Gene,Autism Spectrum Disorders,2,Gene
S100A8 wt Allele,Parkinson Disease,2,Gene
GNAI1 Gene,Liver diseases,2,Gene
TG Gene,Down Syndrome,2,Gene
SFPQ Gene,Feline urological syndrome,2,Gene
TH gene,DISORDERS OF THE OPTIC NERVE,2,Gene
ELL wt Allele,Functional disorder,2,Gene
ACTB Gene,Huntington Disease,2,Gene
FGF1 wt Allele,Huntington Disease,2,Gene
HTR1A wt Allele,Pituitary Diseases,2,Gene
TLR7 Gene,Neurodegenerative Disorders,2,Gene
CD55 wt Allele,Migraine Disorders,2,Gene
SLC6A3 wt Allele,Lewy Body Disease,2,Gene
CST3 Gene,Alzheimer's Disease,2,Gene
FARSB Gene,Lung Diseases, Interstitial,2,Gene
GCH1 gene,Parkinson Disease,2,Gene
HTT wt Allele,Movement Disorders,2,Gene
ERG wt Allele,Pituitary Diseases,2,Gene
EHMT1 Gene,Hypertensive disease,2,Gene
EP300 Gene,Functional disorder,2,Gene
TNC Gene,Renal glomerular disease,2,Gene
EPHB1 Gene,Wasting Disease, Chronic,2,Gene
GBA wt Allele,Down Syndrome,2,Gene
CD4 Gene,Communicable Diseases,2,Gene
CRH Gene,Post-Traumatic Stress Disorder,2,Gene
DNA, Mitochondrial,Dyskinetic syndrome,2,Gene
LIMK1 Gene,Neurodegenerative Disorders,2,Gene
PROC Gene,Virus Diseases,2,Gene
NOVA2 Gene,Colonic Diseases,2,Gene
MAPK3 wt Allele,Syndrome,2,Gene
BACE1 Gene,Down Syndrome,2,Gene
MAP3K14 wt Allele,Spinal Cord Diseases,2,Gene
RPS19 wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
MAPK1 wt Allele,Pelizaeus-Merzbacher Disease,2,Gene
IL8 wt Allele,Neurotoxicity Syndromes,2,Gene
CD36 wt Allele,Pancreatic Diseases,2,Gene
NRG1 Gene,Impulse Control Disorders,2,Gene
EPO Gene,Depressive disorder,2,Gene
BDNF Gene,Post-Traumatic Stress Disorder,2,Gene
FCGR3A wt Allele,Van der Woude syndrome,2,Gene
CD4 Gene,Acquired Immunodeficiency Syndrome,2,Gene
NR2C2 Gene,Van der Woude syndrome,2,Gene
CD69 wt Allele,Delirium, Dementia, Amnestic, Cognitive Disorders,2,Gene
S100B Gene,Down Syndrome,2,Gene
GAPDH Gene,Functional disorder,2,Gene
HTATIP wt Allele,Retinal Diseases,2,Gene
ENO2 wt Allele,Retinal Diseases,2,Gene
UBE3A gene,Disorder nervous system,2,Gene
AVP Gene,Hereditary Diseases,2,Gene
Chloramphenicol Acetyl Transferase Gene,Disorder nervous system,2,Gene
CDKN2A gene,Alzheimer's Disease,2,Gene
RICTOR Gene,Retinal Diseases,2,Gene
Genes,Tay-Sachs Disease,2,Gene
SKI Gene,Chromosome 1p36 Deletion Syndrome,2,Gene
EPHB1 Gene,Neurotoxicity Syndromes,2,Gene
PRKD2 Gene,Pervasive Development Disorder,2,Gene
RBL2 wt Allele,Neurotoxicity Syndromes,2,Gene
DAPK1 Gene,Parkinson Disease,2,Gene
FYN wt Allele,Van der Woude syndrome,2,Gene
ITGAM wt Allele,Sensitization (disorder),2,Gene
Genetic Code,Alzheimer's Disease,2,Gene
HBA1 wt Allele,Spinal Cord Diseases,2,Gene
SDC2 Gene,Chimera (disorder),2,Gene
NR3C1 Gene,Disorder nervous system,2,Gene
LTB Gene,Niemann-Pick Disease, Type C,2,Gene
FASTK Gene,Vasodilation disorder,2,Gene
HCRT Gene,Prader-Willi Syndrome,2,Gene
RPL29 wt Allele,cortex bone disorders,2,Gene
c-fos Genes,Attention deficit hyperactivity disorder,2,Gene
NRXN1 Gene,Autism Spectrum Disorders,2,Gene
Promoter,Pancreatic Diseases,2,Gene
RHOH Gene,Neurodegenerative Disorders,2,Gene
Promoter Regions, Genetic,Autism Spectrum Disorders,2,Gene
Transgenes,neuropathology disease,2,Gene
NEFL wt Allele,Neurodegenerative Disorders,2,Gene
PLA2G6 Gene,Neurodegenerative Disorders,2,Gene
TWIST1 gene,Neurotoxicity Syndromes,2,Gene
CTBP1 wt Allele,Leigh Disease,2,Gene
ASAH1 Gene,Alzheimer's Disease,2,Gene
CLCN7 wt Allele,Albers-Schonberg disease,2,Gene
NLRP3 wt Allele,Major Depressive Disorder,2,Gene
CAT Gene,Adult Fanconi syndrome,2,Gene
LEP wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
REL Gene,Disease Progression,2,Gene
NR3C2 Gene,Parkinsonian Disorders,2,Gene
estrogen receptor alpha, human,Huntington Disease,2,Gene
PDK1 Gene,Neurotoxicity Syndromes,2,Gene
Long Interspersed Element,Rabies (disorder),2,Gene
Chromosomes, Human, Pair 21,neuropathology disease,2,Gene
CDH23 wt Allele,cortex bone disorders,2,Gene
S100A8 Gene,cortex bone disorders,2,Gene
OXT Gene,Pancreatic Diseases,2,Gene
SHC3 Gene,Major Depressive Disorder,2,Gene
SLC7A5 Gene,Retinal Diseases,2,Gene
PPARG Gene,Disease Progression,2,Gene
AKR1A1 wt Allele,Meconium Aspiration Syndrome,2,Gene
GHRH wt Allele,Sweet Syndrome,2,Gene
BACE1 Gene,Mucocutaneous Lymph Node Syndrome,2,Gene
HGF wt Allele,Diseases of inner ear,2,Gene
WAS wt Allele,neuropathology disease,2,Gene
CEP55 wt Allele,Depressive disorder,2,Gene
NRG1 Gene,Parkinson Disease,2,Gene
PGR wt Allele,Disorder of pineal gland,2,Gene
FLT3LG Gene,Functional disorder,2,Gene
SNCG wt Allele,Sweet Syndrome,2,Gene
HP wt Allele,Disorders, Mental,2,Gene
Genotype,Down Syndrome,2,Gene
CDH13 Gene,Attention Deficit Disorder,2,Gene
HLA-DQA1 wt Allele,cortex bone disorders,2,Gene
CRHR1 wt Allele,cortex bone disorders,2,Gene
GRIN2A Gene,Nail-Patella Syndrome,2,Gene
LITAF gene,Gilles de la Tourette syndrome,2,Gene
SLC6A3 Gene,Pervasive Development Disorder,2,Gene
CTSL Gene,Alzheimer's Disease,2,Gene
TYROBP Gene,Functional disorder,2,Gene
MAPT wt Allele,Delirium, Dementia, Amnestic, Cognitive Disorders,2,Gene
APLN Gene,Neurotoxicity Syndromes,2,Gene
THBD wt Allele,Functional disorder,2,Gene
Retinoic Acid Response Element,Speech and language disorder,2,Gene
RPTOR Gene,Retinal Diseases,2,Gene
IFNAR1 Gene,Pituitary Diseases,2,Gene
HTT gene,Mood Disorders,2,Gene
CDH11 wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
HSPA5 wt Allele,Nail-Patella Syndrome,2,Gene
BDNF Gene,Mood Disorders,2,Gene
SLC6A3 Gene,Hamartoma Syndrome, Multiple,2,Gene
CRH Gene,Syndrome,2,Gene
HSPD1 wt Allele,Parkinson Disease,2,Gene
TSC1 wt Allele,Functional disorder,2,Gene
HTT gene,Syndrome, Bloch-Sulzberger,2,Gene
HP Gene,Shy-Drager Syndrome,2,Gene
GNAS Gene,Gardner Syndrome,2,Gene
RHOA Gene,CNS disorder,2,Gene
ATP8A2 wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
PSEN2 wt Allele,Familial Alzheimer Disease (FAD),2,Gene
Long Interspersed Element,Degenerative disorder,2,Gene
IKBKG wt Allele,Retinal Diseases,2,Gene
SLC5A5 Gene,Shy-Drager Syndrome,2,Gene
ALPP wt Allele,Alzheimer's Disease,2,Gene
KRAS wt Allele,cortex bone disorders,2,Gene
RET gene,Smith-Lemli-Opitz Syndrome,2,Gene
ADIPOQ wt Allele,Neurodegenerative Disorders,2,Gene
F2R wt Allele,Eosinophilic disorder,2,Gene
HSPB8 Gene,Spinal Cord Diseases,2,Gene
HTT gene,Mucocutaneous Lymph Node Syndrome,2,Gene
CCL2 Gene,CNS disorder,2,Gene
Wild Type,Saethre-Chotzen Syndrome,2,Gene
GHRL Gene,Hamartoma Syndrome, Multiple,2,Gene
ITGB2 wt Allele,Alzheimer's Disease,2,Gene
POSTN Gene,Syndrome, Bloch-Sulzberger,2,Gene
CNR1 gene,Mood Disorders,2,Gene
PAX6 gene,Niemann-Pick Disease, Type C,2,Gene
POMT1 gene,Parkinson Disease,2,Gene
Cancer-Predisposing Gene,Neurodegenerative Disorders,2,Gene
PHGDH wt Allele,Pervasive Development Disorder,2,Gene
TNC wt Allele,Parkinson Disease,2,Gene
UCP1 wt Allele,Meconium Aspiration Syndrome,2,Gene
Wild Type,Cognition Disorders,2,Gene
PRKD1 Gene,Disorder nervous system,2,Gene
IGF1R Gene,Spinal Cord Diseases,2,Gene
NGFR Gene,Parkinson Disease,2,Gene
F5 gene,Spinal Cord Diseases,2,Gene
NLRP3 wt Allele,Hyposmolality syndrome,2,Gene
MIR30A wt Allele,Disease Progression,2,Gene
AR wt Allele,Dyskinetic syndrome,2,Gene
NOD2 wt Allele,Peripheral Arterial Diseases,2,Gene
TACR1 wt Allele,Chimera (disorder),2,Gene
Introns,Bipolar Disorder,2,Gene
NFIC wt Allele,Sweet Syndrome,2,Gene
ZFYVE9 Gene,McCune-Albright Syndrome,2,Gene
SOCS1 Gene,Syndrome, Bloch-Sulzberger,2,Gene
Introns,cortex bone disorders,2,Gene
A2M Gene,Alzheimer's Disease,2,Gene
AMH wt Allele,Parkinson Disease,2,Gene
ESR1 Gene,Spinal Cord Diseases,2,Gene
Open Reading Frames,Liver diseases,2,Gene
PAG1 wt Allele,cortex bone disorders,2,Gene
DCX gene,Nail-Patella Syndrome,2,Gene
CNR1 gene,Neurodegenerative Disorders,2,Gene
STAT3 Gene,Neurodegenerative Disorders,2,Gene
S100A8 wt Allele,Alzheimer's Disease,2,Gene
CD68 Gene,Down Syndrome,2,Gene
Chloramphenicol Acetyl Transferase Gene,Cohen syndrome,2,Gene
CD36 Gene,Pervasive Development Disorder,2,Gene
CISD1 Gene,Functional disorder,2,Gene
SKIL Gene,Functional disorder,2,Gene
GRIN2B wt Allele,Migraine Disorders,2,Gene
ELANE wt Allele,Attention deficit hyperactivity disorder,2,Gene
Tumor Necrosis Factor-alpha,Major Depressive Disorder,2,Gene
LEP Gene,Sensitization (disorder),2,Gene
MS4A1 wt Allele,Sotos' syndrome,2,Gene
CD8A Gene,Functional disorder,2,Gene
STIM1 wt Allele,Neurodegenerative Disorders,2,Gene
INS gene,Syndrome, Bloch-Sulzberger,2,Gene
Promoter,Idiopathic Hypereosinophilic Syndrome,2,Gene
SURF1 gene,Leigh Disease,2,Gene
AVP Gene,Parkinson Disease,2,Gene
CD82 wt Allele,Disease Progression,2,Gene
POMC Gene,Spinal Cord Diseases,2,Gene
Wild Type,Metabolic Diseases,2,Gene
CRH Gene,Stress Disorders, Traumatic,2,Gene
Genes,Lennox-Gastaut syndrome,2,Gene
NQO,cortex bone disorders,2,Gene
NEFL wt Allele,Huntington Disease,2,Gene
H19 Gene,Disease Progression,2,Gene
TP53 wt Allele,Van der Woude syndrome,2,Gene
GCLM Gene,Neurotoxicity Syndromes,2,Gene
EPO Gene,Lung diseases,2,Gene
ENO2 wt Allele,Gardner Syndrome,2,Gene
LAMP1 Gene,Disease Progression,2,Gene
IL6 Gene,Functional disorder,2,Gene
TNFRSF11A wt Allele,Pituitary Diseases,2,Gene
PDE2A Gene,Fragile X Syndrome,2,Gene
RIPK3 Gene,cortex bone disorders,2,Gene
DCX gene,Depressive disorder,2,Gene
ERBB4 Gene,Parkinson Disease,2,Gene
SIRPA wt Allele,cortex bone disorders,2,Gene
CREB1 wt Allele,Sweet Syndrome,2,Gene
CD200 Gene,cortex bone disorders,2,Gene
PCYT1A wt Allele,Brain Diseases,2,Gene
SKIL wt Allele,Functional disorder,2,Gene
SPANXB1 wt Allele,Feline urological syndrome,2,Gene
TFPI Gene,Disorder nervous system,2,Gene
BLM gene,Bloom Syndrome,2,Gene
SCN1A gene,Disease Progression,2,Gene
IFNAR1 wt Allele,Pituitary Diseases,2,Gene
TXNRD1 wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
F2R Gene,Melkersson-Rosenthal Syndrome,2,Gene
Promoter,Spastic syndrome,2,Gene
Epidermal Growth Factor Receptor,Spinal Cord Diseases,2,Gene
S100B Gene,Sick Sinus Syndrome,2,Gene
FSHR Gene,Ovarian Diseases,2,Gene
PARK2 wt Allele,Neurodegenerative Disorders,2,Gene
NOD2 wt Allele,Cognition Disorders,2,Gene
Genes,Cerebrovascular Disorders,2,Gene
DRD2 wt Allele,Pituitary Diseases,2,Gene
MUTYH gene,Neurodegenerative Disorders,2,Gene
CD14 Gene,Disease Progression,2,Gene
TP73 Gene,Neurotoxicity Syndromes,2,Gene
SH3PXD2A wt Allele,cortex bone disorders,2,Gene
CAT Gene,Functional disorder,2,Gene
MAPK14 wt Allele,Sensitization (disorder),2,Gene
AMD1 wt Allele,Retinal Diseases,2,Gene
H2AFX Gene,cortex bone disorders,2,Gene
FOXO3 Gene,Alzheimer's Disease,2,Gene
CALCA wt Allele,Neurotoxicity Syndromes,2,Gene
CTSB Gene,Down Syndrome,2,Gene
HRAS gene,Disease Progression,2,Gene
ATP7A wt Allele,Parkinson Disease,2,Gene
CALCA Gene,DISORDERS OF THE OPTIC NERVE,2,Gene
PITX2 Gene,Spinal Cord Diseases,2,Gene
UBE4B wt Allele,cortex bone disorders,2,Gene
FOXO3 Gene,Functional disorder,2,Gene
HOXA10 wt Allele,Sensitization (disorder),2,Gene
Heterozygote,Feline urological syndrome,2,Gene
MSC Gene,Retinal Diseases,2,Gene
Genes,Behavior Disorders,2,Gene
KRAS wt Allele,Depressive disorder,2,Gene
SIRT3 Gene,Spinal Cord Diseases,2,Gene
BECN1 Gene,Huntington Disease,2,Gene
ORAI1 Gene,Syndrome, Bloch-Sulzberger,2,Gene
GRM5 wt Allele,CNS disorder,2,Gene
DHPS wt Allele,Hamartoma Syndrome, Multiple,2,Gene
SIAE Gene,Myeloproliferative Syndrome, Transient,2,Gene
RNF130 wt Allele,Autistic Disorder,2,Gene
EPHB1 Gene,Parkinson Disease,2,Gene
MAP1LC3A Gene,Lewy Body Disease,2,Gene
SQSTM1 Gene,Norrie disease,2,Gene
Heterozygote,Syndrome, Bloch-Sulzberger,2,Gene
Wild Type,Obsessive-Compulsive Disorder,2,Gene
SLC2A1 Gene,Neurodevelopmental disorder,2,Gene
MAPT wt Allele,Acute infectious disease,2,Gene
SNCG wt Allele,Ataxia as late effect of cerebrovascular disease,2,Gene
CRHR1 Gene,Irritable Bowel Syndrome,2,Gene
