concept,disease,appearTimes,conceptClass
Structure of trigeminal nerve spinal tract nucleus,Spinal Cord Diseases,19,Region
Structure of nucleus prepositus,Creutzfeldt-Jakob Disease, Sporadic,19,Region
Genus Hippocampus,Fetal Alcohol Syndrome,19,Region
Cerebellar cortex structure,Spinal Cord Diseases,19,Region
Genus Hippocampus,Bipolar Disorder,19,Region
Structure of dentate gyrus,Functional disorder,19,Region
Motor Cortex,Motor Neuron Disease,19,Region
Cerebellum,Down Syndrome,19,Region
Brain Stem,Disease Progression,19,Region
Anterodorsal nucleus of thalamus,Mesulam Syndrome,19,Region
Marginal Sulcus,cortex bone disorders,19,Region
Diagonal Band of Broca,cortex bone disorders,19,Region
Brain Stem,Hypertensive disease,19,Region
Hypothalamic structure,Ovarian Diseases,19,Region
Nucleus Accumbens,Spinal Cord Diseases,19,Region
Substantia nigra structure,Hypopigmentation disorder,19,Region
Pars Compacta,Parkinsonian Disorders,19,Region
Motor Cortex,Parkinson Disease,19,Region
Lobe, Frontal,Parkinson Disease,19,Region
Hypothalamic structure,Alzheimer's Disease,18,Region
External capsule,cortex bone disorders,18,Region
BRAIN, HIPPOCAMPUS,Sensitization (disorder),18,Region
Hypothalamic Area, Lateral,cortex bone disorders,18,Region
Cerebral hemisphere structure (body structure),Syndrome,18,Region
BRAIN, HIPPOCAMPUS,Prune Belly Syndrome,18,Region
Midbrain structure,Parkinsonian Disorders,18,Region
Midbrain structure,Disease Progression,18,Region
Cortex, Primary Motor,Disease Progression,18,Region
Medulla Oblongata,Parkinson Disease,18,Region
Brain Stem,Diseases of inner ear,18,Region
Basal Nucleus of Meynert,Parkinson Disease,18,Region
Cerebellum,DISORDERS OF THE OPTIC NERVE,18,Region
Dorsal Nucleus Raphe,Functional disorder,18,Region
Hypoglossal nerve nucleus,Spinal Cord Diseases,18,Region
Purkinje Cells,Neurotoxicity Syndromes,18,Region
Prefrontal Cortex,Stress Disorders, Traumatic,18,Region
Pituitary Gland,Spinal Cord Diseases,18,Region
Structure of superior temporal sulcus,cortex bone disorders,18,Region
Nucleus Raphe Magnus,Spinal Cord Diseases,18,Region
Cortex, Primary Motor,Motor Neuron Disease,18,Region
Anteroventral Thalamic Nucleus,Alzheimer's Disease,18,Region
Pyramidal Tracts,Spinal Cord Diseases,18,Region
Cerebral hemisphere structure (body structure),Migraine Disorders,18,Region
Genus Hippocampus,Huntington Disease,18,Region
Brain Stem,Retinal Diseases,18,Region
CA1 field,Neurotoxicity Syndromes,18,Region
Entire lateral geniculate body,DISORDERS OF THE OPTIC NERVE,18,Region
Motor Cortex,Functional disorder,18,Region
Central gray substance of midbrain,cortex bone disorders,17,Region
Anterodorsal nucleus of thalamus,Down Syndrome,17,Region
Pars Compacta,cortex bone disorders,17,Region
Structure of angular gyrus,Nail-Patella Syndrome,17,Region
Lobe, Frontal,Syndrome,17,Region
Structure of pars intermedia of pituitary gland,Pituitary Diseases,17,Region
Brain Stem,Disorder nervous system,17,Region
Entire medulla oblongata,Sudden infant death syndrome,17,Region
Nucleus solitarius,Esophageal Diseases,17,Region
Cerebral cortex,Creutzfeldt-Jakob disease,17,Region
Genus Hippocampus,Psychotic Disorders,17,Region
Vestibular nucleus structure,Spinal Cord Diseases,17,Region
Corpus Callosum,Bipolar Disorder,17,Region
Trigeminal Nuclei,Spinal Cord Diseases,17,Region
Structure of nucleus prepositus,Neurotoxicity Syndromes,17,Region
Cerebellar vermis structure,cortex bone disorders,17,Region
Prefrontal Cortex,Recurrent disease,17,Region
Structure of subiculum hippocampi,Alzheimer's Disease,17,Region
Cerebral cortex,Attention deficit hyperactivity disorder,17,Region
Cerebral hemisphere structure (body structure),Liver diseases,17,Region
Dorsal Nucleus Raphe,Spinal Cord Diseases,17,Region
Caudate nucleus structure,Alzheimer's Disease,17,Region
Brain Stem,Liver diseases,16,Region
Internal arcuate tract,Depressive disorder,16,Region
Anterodorsal nucleus of thalamus,Syndrome,16,Region
Preoptic Areas,cortex bone disorders,16,Region
Purkinje Cells,Syndrome, Bloch-Sulzberger,16,Region
Thalamic structure,Depressive disorder,16,Region
Cerebral hemisphere structure (body structure),Neurodevelopmental disorder,16,Region
Inferior Colliculus,Spinal Cord Diseases,16,Region
BRAIN, HIPPOCAMPUS,Sequela of disorder,16,Region
Parietal Lobe,Alzheimer's Disease,16,Region
Corpus striatum structure,Tic disorder,16,Region
Temporal Lobe,Functional disorder,16,Region
Parahippocampal Gyrus,Alzheimer's Disease,16,Region
Basal Ganglia,Disorder nervous system,16,Region
Corpus striatum structure,neuropathology disease,16,Region
Basal Ganglia,Dyskinetic syndrome,16,Region
Lateral ventricle structure,cortex bone disorders,16,Region
sensory cortex,cortex bone disorders,16,Region
intercalated amygdalar nuclei,Depressive disorder,16,Region
Corpus Callosum,Alzheimer's Disease,16,Region
Substantia Nigra Pars Reticulata,Parkinson Disease,16,Region
Cerebrum,cortex bone disorders,16,Region
Cerebral cortex,Williams Syndrome,16,Region
Substantia nigra structure,Huntington Disease,16,Region
Thalamic structure,Alzheimer's Disease,16,Region
Cerebral hemisphere structure (body structure),Depressive disorder,16,Region
Basal Ganglia,Obsessive-Compulsive Disorder,16,Region
Parabrachial Nucleus,Spinal Cord Diseases,16,Region
Pyramidal Cells,Down Syndrome,16,Region
Dorsal Nucleus Raphe,Mood Disorders,16,Region
Caudal pontine reticular nucleus,Junctional premature complex (disorder),16,Region
Cerebellar Nuclei,Spinal Cord Diseases,16,Region
Structure of reticular formation of medulla oblongata,Spinal Cord Diseases,16,Region
BRAIN, HIPPOCAMPUS,Gardner Syndrome,16,Region
Gyrus Cinguli,Fragile X Syndrome,16,Region
BRAIN, HIPPOCAMPUS,Fetal Alcohol Spectrum Disorders,16,Region
Medial geniculate body,cortex bone disorders,16,Region
Purkinje Cells,Conjunctival Diseases,16,Region
Prosencephalon,Autism Spectrum Disorders,16,Region
Orbitofrontal cortex,Obsessive-Compulsive Disorder,16,Region
Structure of paraventricular nucleus,cortex bone disorders,16,Region
Corpus striatum structure,Disorders, Mental,16,Region
BRAIN, HIPPOCAMPUS,Anxiety Disorders,15,Region
Inferior Colliculus,Liver diseases,15,Region
Bundle, Predorsal,Mild cognitive disorder,15,Region
Cortex, Primary Motor,Parkinsonian Disorders,15,Region
Prefrontal Cortex,Psychotic Disorders,15,Region
Medial Dorsal Nucleus,Menkes Kinky Hair Syndrome,15,Region
Nucleus solitarius,cortex bone disorders,15,Region
Hypothalamic structure,Uterine Diseases,15,Region
Genus Hippocampus,Post-Traumatic Stress Disorder,15,Region
Tectum Mesencephali,Spinal Cord Diseases,15,Region
Structure of subthalamic nucleus,Parkinsonian Disorders,15,Region
Linear nucleus,cortex bone disorders,15,Region
Anterodorsal nucleus of thalamus,Depressive disorder,15,Region
BRAIN, HIPPOCAMPUS,Timothy syndrome,15,Region
Structure of nucleus infundibularis hypothalami,Functional disorder,15,Region
Amygdaloid structure,Mood Disorders,15,Region
Basal Ganglia,Tic disorder,15,Region
Neostriatum,Disorders, Mental,15,Region
Cerebral cortex,Major Depressive Disorder,15,Region
Corpus striatum structure,Sensitization (disorder),15,Region
Medial Dorsal Nucleus,Mild cognitive disorder,15,Region
Premotor cortex,cortex bone disorders,15,Region
CA2 field,Neurodegenerative Disorders,15,Region
Neostriatum,neuropathology disease,15,Region
Genus Hippocampus,Mood Disorders,15,Region
Cerebral cortex,Syndrome, Bloch-Sulzberger,15,Region
basolateral nucleus of the amygdala,Hamartoma Syndrome, Multiple,15,Region
BRAIN, HIPPOCAMPUS,Gilles de la Tourette syndrome,15,Region
Hindbrain,cortex bone disorders,15,Region
BRAIN, HIPPOCAMPUS,Virus Diseases,15,Region
Genus Hippocampus,Marfan Syndrome,15,Region
Neostriatum,Tic disorder,15,Region
Bundle, Predorsal,Parkinsonian Disorders,15,Region
Globus Pallidus,Functional disorder,15,Region
Basal Forebrain,Disease Progression,15,Region
Amygdaloid structure,Autistic Disorder,15,Region
Basal Ganglia,Gilles de la Tourette syndrome,15,Region
Prefrontal Cortex,Autism Spectrum Disorders,15,Region
Genus Hippocampus,Brain Diseases,15,Region
Basal Forebrain,Parkinson Disease,15,Region
Cerebellum,Fetal Alcohol Syndrome,15,Region
Parietal Lobe,Functional disorder,15,Region
Basal Nucleus of Meynert,Functional disorder,15,Region
Basal Ganglia,Disease Progression,15,Region
Cerebral cortex,Vasodilation disorder,15,Region
Orbitofrontal cortex,Recurrent disease,15,Region
Pedunculopontine Tegmental Nucleus,Functional disorder,15,Region
Occipital lobe,Alzheimer's Disease,15,Region
CA2 field,Functional disorder,15,Region
BRAIN, HIPPOCAMPUS,Hodgkin Disease,14,Region
Anterior Nuclear Group,cortex bone disorders,14,Region
Corpus striatum structure,Obsessive-Compulsive Disorder,14,Region
Cerebral hemisphere structure (body structure),neuropathology disease,14,Region
association cortex,cortex bone disorders,14,Region
Cerebral cortex,Gilles de la Tourette syndrome,14,Region
Occipital lobe,Spinal Cord Diseases,14,Region
Pyramidal Cells,Disease Progression,14,Region
Medial longitudinal fasciculus,Spinal Cord Diseases,14,Region
Structure of capsule of red nucleus,Hamartoma Syndrome, Multiple,14,Region
CA1 field,Syndrome, Bloch-Sulzberger,14,Region
Inferior Colliculus,Pituitary Diseases,14,Region
Cerebral Ventricles,cortex bone disorders,14,Region
Presubiculum,cortex bone disorders,14,Region
Purkinje Cells,Hamartoma Syndrome, Multiple,14,Region
Temporal Lobe,Syndrome,14,Region
Prefrontal Cortex,Mood Disorders,14,Region
Ventral Striatum,Alzheimer's Disease,14,Region
Cerebral hemisphere structure (body structure),Brain Diseases,14,Region
Nuclei, Raphe,cortex bone disorders,14,Region
Temporal Lobe,Mild cognitive disorder,14,Region
Globus Pallidus,Dystonia Disorders,14,Region
Hypothalamic structure,Polycystic Ovary Syndrome,14,Region
Cerebral hemisphere structure (body structure),Hypertensive disease,14,Region
Pyramidal Cells,Neurotoxicity Syndromes,14,Region
Temporal Lobe,Parkinson Disease,14,Region
Cerebellum,Parkinsonian Disorders,14,Region
Internal arcuate tract,Spinal Cord Diseases,14,Region
Brain Stem,Pervasive Development Disorder,14,Region
Telencephalon,Retinal Diseases,14,Region
Prosencephalon,Depressive disorder,14,Region
CA2 field,Spinal Cord Diseases,14,Region
Thalamic structure,Parkinsonian Disorders,14,Region
Brodmann area 21,cortex bone disorders,14,Region
Hypothalamic structure,Thyroid Diseases,14,Region
Amygdaloid structure,Williams Syndrome,14,Region
Superior colliculus of corpora quadrigemina,Leigh Disease,14,Region
Pretectal region,Retinal Diseases,14,Region
Primary Auditory Cortex,cortex bone disorders,14,Region
Structure of paraventricular nucleus,Spinal Cord Diseases,14,Region
intercalated amygdalar nuclei,Spinal Cord Diseases,14,Region
Red nucleus structure,cortex bone disorders,14,Region
Structure of paraventricular nucleus of thalamus,Depressive disorder,14,Region
Structure of suprachiasmatic nucleus,DISORDERS OF THE OPTIC NERVE,14,Region
Structure of rubrospinal tract,Depressive disorder,14,Region
Ventral Tegmental Area,Hamartoma Syndrome, Multiple,13,Region
Hypothalamic Area, Lateral,Spinal Cord Diseases,13,Region
Prosencephalon,Retinal Diseases,13,Region
Basal Ganglia,Syndrome,13,Region
Neocortex,Functional disorder,13,Region
Neocortex,Retinal Diseases,13,Region
Anterodorsal nucleus of thalamus,Disorder nervous system,13,Region
Structure of locus ceruleus,Disorders, Mental,13,Region
Temporal Lobe,Depressive disorder,13,Region
Basal Forebrain,neuropathology disease,13,Region
Amygdaloid structure,Hamartoma Syndrome, Multiple,13,Region
Prosencephalon,Pituitary Diseases,13,Region
Dorsal Septal Nucleus,Down Syndrome,13,Region
Genus Hippocampus,Hamartoma Syndrome, Multiple,13,Region
Pyramidal Tracts,cortex bone disorders,13,Region
Structure of suprachiasmatic nucleus,Disorder of pineal gland,13,Region
Substantia nigra structure,Disorder nervous system,13,Region
Genus Hippocampus,Autistic Disorder,13,Region
Anterior insula,cortex bone disorders,13,Region
Neostriatum,Dystonia Disorders,13,Region
Amygdaloid structure,Skin endocrine disorder,13,Region
Nucleus, Anterior Olfactory,cortex bone disorders,13,Region
Olfactory tubercle,cortex bone disorders,13,Region
Hypothalamic structure,Pancreatic Diseases,13,Region
Cerebellum,Movement Disorders,13,Region
Spinothalamic tract of medulla,Spinal Cord Diseases,13,Region
Corpus striatum structure,Disorder nervous system,13,Region
Prefrontal Cortex,Pervasive Development Disorder,13,Region
Optic Chiasms,Retinal Diseases,13,Region
Structure of diencephalon,Alzheimer's Disease,13,Region
Corpus striatum structure,Dystonia Disorders,13,Region
Structure of angular gyrus,Depressive disorder,13,Region
Hypothalamic Area, Lateral,Recurrent disease,13,Region
Cerebellar cortex structure,cortex bone disorders,13,Region
Hypothalamic structure,Chronic myeloproliferative disorder,13,Region
BRAIN, HIPPOCAMPUS,Lung diseases,13,Region
Dorsal Septal Nucleus,Alzheimer's Disease,13,Region
Basal Forebrain,Spinal Cord Diseases,13,Region
Hypothalamic structure,Metabolic Diseases,13,Region
Cerebellum,Conjunctival Diseases,13,Region
Neostriatum,Obsessive-Compulsive Disorder,13,Region
Gyrus Cinguli,Neurodegenerative Disorders,13,Region
Temporal Lobe,Disease Progression,13,Region
Pituitary Gland,Testicular Diseases,13,Region
Structure of locus ceruleus,neuropathology disease,13,Region
Pituitary Gland,Disorder of pineal gland,13,Region
Medulla Oblongata,Shy-Drager Syndrome,13,Region
Cerebral cortex,Pick Disease of the Brain,13,Region
Lateral Parabrachial Nucleus,Spinal Cord Diseases,13,Region
Brain Stem,Migraine Disorders,13,Region
Structure of locus ceruleus,Lewy Body Disease,13,Region
Structure of olfactory bulb,Nose Diseases,13,Region
Basal Ganglia,Disorders, Mental,13,Region
Orbitofrontal cortex,Functional disorder,12,Region
Substantia nigra structure,Syndrome,12,Region
Entire subthalamic nucleus,Parkinson Disease,12,Region
Corpus striatum structure,Syndrome,12,Region
Corpus striatum structure,Shy-Drager Syndrome,12,Region
Thalamic structure,Pituitary Diseases,12,Region
Purkinje Cells,Autism Spectrum Disorders,12,Region
Medial Septal Nucleus,Disease Progression,12,Region
Structure of locus ceruleus,Neurotoxicity Syndromes,12,Region
Dentate nucleus,cortex bone disorders,12,Region
Motor Cortex,Disease Progression,12,Region
Dorsal Nucleus Raphe,Major Depressive Disorder,12,Region
Basal Forebrain,Mild cognitive disorder,12,Region
Pretectal region,Spinal Cord Diseases,12,Region
Amygdaloid structure,Autism Spectrum Disorders,12,Region
Caudate nucleus structure,Huntington Disease,12,Region
Dorsal Nucleus Raphe,Stress Disorders, Traumatic,12,Region
Structure of rubrospinal tract,Bloom Syndrome,12,Region
Bundle, Predorsal,neuropathology disease,12,Region
Inferior Colliculus,Retinal Diseases,12,Region
Central gray substance of midbrain,Depressive disorder,12,Region
central amygdalar nucleus,Depressive disorder,12,Region
Substantia nigra structure,Shy-Drager Syndrome,12,Region
Cerebellum,Huntington Disease,12,Region
Neostriatum,Shy-Drager Syndrome,12,Region
Neostriatum,Disorder nervous system,12,Region
Marginal Sulcus,Disease Progression,12,Region
Brain Stem,Lung diseases,12,Region
Entire midbrain,Parkinson Disease,12,Region
Bundle, Predorsal,Disorder nervous system,12,Region
Corpus striatum structure,Stereotypic Movement Disorder,12,Region
Neocortex,Disease Progression,12,Region
Corpus striatum structure,Pituitary Diseases,12,Region
Structure of subthalamic nucleus,Dyskinetic syndrome,12,Region
Pyramidal Cells,Pervasive Development Disorder,12,Region
Lateral habenular nucleus,Functional disorder,12,Region
Ventral Tegmental Area,Disorders, Mental,12,Region
Genus Hippocampus,Sweet Syndrome,12,Region
Nuclei, Raphe,Depressive disorder,12,Region
Neostriatum,Stereotypic Movement Disorder,12,Region
Globus Pallidus,Huntington Disease,12,Region
Basal Nucleus of Meynert,Disease Progression,12,Region
Corpus Callosum,Pervasive Development Disorder,12,Region
Thalamic structure,Disease Progression,12,Region
External capsule,Alzheimer's Disease,12,Region
Prefrontal Cortex,Neurodevelopmental disorder,12,Region
Midbrain structure,Disorder nervous system,12,Region
Structure of entorhinal cortex,Functional disorder,12,Region
Cerebral hemisphere structure (body structure),Pleural Diseases,12,Region
Neostriatum,Pituitary Diseases,12,Region
Cortex, Primary Motor,Alzheimer's Disease,11,Region
Perforant Pathway,Alzheimer's Disease,11,Region
Pontine nuclei,Spinal Cord Diseases,11,Region
Prefrontal Cortex,Parkinson Disease,11,Region
Structure of angular gyrus,Functional disorder,11,Region
Internal capsule of brain,Spinal Cord Diseases,11,Region
Dorsal Septal Nucleus,Retinal Diseases,11,Region
Brain Stem,Shy-Drager Syndrome,11,Region
Basal Forebrain,Mesulam Syndrome,11,Region
Lateral reticular nucleus (medulla),Spinal Cord Diseases,11,Region
Entire medulla oblongata,Functional disorder,11,Region
Neostriatum,Sensitization (disorder),11,Region
Structure of nucleus prepositus,Gerstmann-Straussler-Scheinker Disease,11,Region
Structure of median forebrain bundle,Parkinson Disease,11,Region
Pedunculopontine Tegmental Nucleus,Spinal Cord Diseases,11,Region
Structure of olfactory bulb,Disease Progression,11,Region
Limbic System,Functional disorder,11,Region
Cerebral hemisphere structure (body structure),Autistic Disorder,11,Region
